auth_sid,full_name,last_name,first_name,last_first_initial,doc_count_test,doc_count_total,auth_rrbr,auth_pir
10042644900,carter vaughan,carter,vaughan,carter v,1,27,0.037037037037037,0
10044423900,khan mohammed,khan,mohammed,khan m,2,6,0.333333333333333,4
10145104100,bene lászló,bene,lászló,bene l,1,40,0.025,3
10240761000,sheldon edward l.,sheldon,edward l,sheldon e,1,3,0.333333333333333,11
10243218600,duquenne clotilde,duquenne,clotilde,duquenne c,1,23,0.0434782608695652,10
10243885600,kapoor raju p.,kapoor,raju p,kapoor r,1,46,0.0217391304347826,11
10244864900,sigler paul b.,sigler,paul b,sigler p,1,49,0.0204081632653061,22
10341380000,takeda mitsuaki,takeda,mitsuaki,takeda m,1,1,1,1
10341467600,todd anthony w.,todd,anthony w,todd a,1,8,0.125,1
10541186600,bauer robert j.,bauer,robert j,bauer r,1,28,0.0357142857142857,5
10739989100,ramsey-goldman rosalind ramsey,ramsey-goldman,rosalind ramsey,ramsey-goldman r,1,246,0.0040650406504065,2
10839751200,orbach hedi,orbach,hedi,orbach h,1,32,0.03125,1
10840165600,rojas rafael j.,rojas,rafael j,rojas r,1,34,0.0294117647058824,28
11140620300,joubert jacques r.,joubert,jacques r,joubert j,1,19,0.0526315789473684,2
11239709600,bartholomew michelle a.,bartholomew,michelle a,bartholomew m,1,5,0.2,63
11339976400,huang xuefeng,huang,xuefeng,huang x,1,86,0.0116279069767442,1
11539843700,lindenmaier werner,lindenmaier,werner,lindenmaier w,1,32,0.03125,11
11638848200,chaudhry absan a.,chaudhry,absan a,chaudhry a,2,20,0.1,5
11838883300,raymond christina k.,raymond,christina k,raymond c,1,4,0.25,1
12139338100,verdun elisabetta,verdun,elisabetta,verdun e,1,33,0.0303030303030303,2
12142655800,vech claire,vech,claire,vech c,1,2,0.5,1
12142924100,sato junko,sato,junko,sato j,1,6,0.166666666666667,1
12143029000,villa marcelo,villa,marcelo,villa m,1,11,0.0909090909090909,1
12647371700,desplancq dominique,desplancq,dominique,desplancq d,1,19,0.0526315789473684,1
12762538800,moran jennifer l.,moran,jennifer l,moran j,1,84,0.0119047619047619,1
12763836100,stevens fred j.,stevens,fred j,stevens f,2,72,0.0277777777777778,12
12767466400,bakke antony c.,bakke,antony c,bakke a,1,34,0.0294117647058824,2
12772406600,galatowicz grazyna,galatowicz,grazyna,galatowicz g,1,13,0.0769230769230769,25
12772724300,matsue kosei,matsue,kosei,matsue k,1,73,0.0136986301369863,22
12773578700,lampson benjamin l.,lampson,benjamin l,lampson b,1,8,0.125,1
12775030700,masszi tamás,masszi,tamás,masszi t,1,104,0.00961538461538462,14
12786138400,chen pomin,chen,pomin,chen p,1,101,0.0099009900990099,4
12786333500,ferreira eurípedes b.,ferreira,eurípedes b,ferreira e,1,12,0.0833333333333333,4
12786808800,spier gene,spier,gene,spier g,1,3,0.333333333333333,1
12787868700,cavey ana,cavey,ana,cavey a,1,9,0.111111111111111,2
12794737900,pollock brad h.,pollock,brad h,pollock b,1,143,0.00699300699300699,28
12798548900,giuliano maria g.,giuliano,maria g,giuliano m,1,17,0.0588235294117647,1
13002889900,kaufman michael d.,kaufman,michael d,kaufman m,1,27,0.037037037037037,2
13008278500,salomon ophira,salomon,ophira,salomon o,1,69,0.0144927536231884,2
13205626600,williams catherine d.,williams,catherine d,williams c,3,46,0.0652173913043478,20
13309039000,bennett john m.,bennett,john m,bennett j,9,190,0.0473684210526316,314
13309235000,wang mei,wang,mei,wang m,1,135,0.00740740740740741,1
13310136500,lake john r.,lake,john r,lake j,1,149,0.00671140939597315,3
13310350000,bauer kenneth d.,bauer,kenneth d,bauer k,1,16,0.0625,12
13310383900,anderson garnet l.,anderson,garnet l,anderson g,1,140,0.00714285714285714,1
13402610900,van der meer jos wm m d,van der meer,jos wm m d,van der meer j,1,716,0.00139664804469274,43
13406109100,sterling mark j.,sterling,mark j,sterling m,1,18,0.0555555555555556,2
13604801100,park kathleen,park,kathleen,park k,1,4,0.25,2
13605387900,porter david l.,porter,david l,porter d,3,154,0.0194805194805195,52
13606055800,russell mary e.,russell,mary e,russell m,1,72,0.0138888888888889,3
13702873200,dorent richard,dorent,richard,dorent r,1,98,0.0102040816326531,6
13702874600,costanzo-nordin maria rosa,costanzo-nordin,maria rosa,costanzo-nordin m,1,1,1,6
13702957400,andoins catherine,andoins,catherine,andoins c,1,3,0.333333333333333,3
13703217300,carlens stefan,carlens,stefan,carlens s,1,20,0.05,1
13805303200,mansfield elizabeth a.,mansfield,elizabeth a,mansfield e,1,33,0.0303030303030303,1
13805336200,seto masao,seto,masao,seto m,1,228,0.0043859649122807,45
13806498100,collins heather w.,collins,heather w,collins h,2,23,0.0869565217391304,7
13907453200,wu anna m.,wu,anna m,wu a,3,122,0.0245901639344262,3
13907910000,colosimo anna paula,colosimo,anna paula,colosimo a,1,9,0.111111111111111,2
13907998000,katz eleanor s.,katz,eleanor s,katz e,1,6,0.166666666666667,2
14006963700,söderström mats b.,söderström,mats b,söderström m,1,71,0.0140845070422535,2
14011801900,starrenburg c. w j i,starrenburg,c w j i,starrenburg c,1,7,0.142857142857143,0
14014423000,evangelou nikos,evangelou,nikos,evangelou n,1,63,0.0158730158730159,2
14019373100,finkelstein joel b.,finkelstein,joel b,finkelstein j,1,30,0.0333333333333333,2
14021771100,peter hartmut h.,peter,hartmut h,peter h,2,42,0.0476190476190476,5
14023903200,chen benny,chen,benny,chen b,1,45,0.0222222222222222,1
14025314000,d'angelo paolo,d'angelo,paolo,d'angelo p,1,72,0.0138888888888889,1
14025945800,thomas david w.,thomas,david w,thomas d,2,40,0.05,5
14027355800,o'donnell robert t.,o'donnell,robert t,o'donnell r,2,76,0.0263157894736842,4
14030986600,calne roy yorke,calne,roy yorke,calne r,21,127,0.165354330708661,1446
14032199700,riley unell b g,riley,unell b g,riley u,1,19,0.0526315789473684,1
14033052300,brouwer silvia i.,brouwer,silvia i,brouwer s,1,4,0.25,2
14042876300,vincent mark d.,vincent,mark d,vincent m,1,95,0.0105263157894737,1
14048764300,lunardi ' g.,lunardi ',g,lunardi ' g,1,74,0.0135135135135135,2
14052875800,schreiner tanja,schreiner,tanja,schreiner t,1,2,0.5,4
14060467600,landis sarah h.,landis,sarah h,landis s,1,27,0.037037037037037,2
14064977800,kent william james,kent,william james,kent w,1,84,0.0119047619047619,1
14066021600,hirao atsushi,hirao,atsushi,hirao a,1,94,0.0106382978723404,1
14120057000,sattar husain a.,sattar,husain a,sattar h,1,15,0.0666666666666667,15
14321346100,bolotin ellen,bolotin,ellen,bolotin e,1,8,0.125,3
14322987700,buyse marc,buyse,marc,buyse m,1,8,0.125,4
14323116200,de brown peter nully,de brown,peter nully,de brown p,1,1,1,9
14419852000,dillen christiane,dillen,christiane,dillen c,1,2,0.5,2
14420620000,pichimayr rudolf,pichimayr,rudolf,pichimayr r,1,1,1,25
14421710500,sharma surinder kumar,sharma,surinder kumar,sharma s,7,64,0.109375,12
14423696700,richards nicholas t.,richards,nicholas t,richards n,5,30,0.166666666666667,5
14519192800,ball sarah e.,ball,sarah e,ball s,2,50,0.04,23
14522400700,cunningham john m.,cunningham,john m,cunningham j,1,78,0.0128205128205128,4
14523208900,richardson paul h.,richardson,paul h,richardson p,2,25,0.08,2
14523542400,shen david,shen,david,shen d,3,7,0.428571428571429,14
14523570500,speed kevin,speed,kevin,speed k,1,3,0.333333333333333,2
14524276200,adamson john w.,adamson,john w,adamson j,2,54,0.037037037037037,2
14524342500,anmjgv l.,anmjgv,l,anmjgv l,1,1,1,2
14524546500,hettenslein b.,hettenslein,b,hettenslein b,1,1,1,2
14525268000,levy william j.,levy,william j,levy w,1,9,0.111111111111111,4
14525310700,k'jyjar j. g.,k'jyjar,j g,k'jyjar j,1,1,1,2
14525392000,novitzkv n.,novitzkv,n,novitzkv n,1,2,0.5,2
14525497600,morimoto isao,morimoto,isao,morimoto i,1,37,0.027027027027027,1
14525686500,polin valérie,polin,valérie,polin v,1,5,0.2,1
14525872600,thomas' v.,thomas',v,thomas' v,1,1,1,2
14526029300,walrfman h.,walrfman,h,walrfman h,1,1,1,2
14526204200,shield a.,shield,a,shield a,1,1,1,2
14526868500,bleau sharon a.,bleau,sharon a,bleau s,1,4,0.25,15
14624008700,jiang jiansheng,jiang,jiansheng,jiang j,1,29,0.0344827586206897,6
14627286500,crawford robert stuart,crawford,robert stuart,crawford r,2,45,0.0444444444444444,2
14633845100,long gwynn,long,gwynn,long g,3,61,0.0491803278688525,18
14634069700,hoke eva e.,hoke,eva e,hoke e,1,8,0.125,2
14634099500,linch david c.,linch,david c,linch d,12,288,0.0416666666666667,345
14635167000,witte theo de,witte,theo de,witte t,2,5,0.4,3
14635222500,weite karl,weite,karl,weite k,1,7,0.142857142857143,25
14719336200,keating susan m.,keating,susan m,keating s,1,6,0.166666666666667,1
14720201900,steinbrecher cordelia,steinbrecher,cordelia,steinbrecher c,1,2,0.5,3
14819274800,hyde helena clark,hyde,helena clark,hyde h,1,11,0.0909090909090909,7
14822863100,bonvini ezio,bonvini,ezio,bonvini e,1,49,0.0204081632653061,20
14823137700,bvrne j. l.,bvrne,j l,bvrne j,1,2,0.5,8
14823556400,ishikura hideki,ishikura,hideki,ishikura h,1,4,0.25,1
14826358900,erne elke,erne,elke,erne e,1,16,0.0625,1
14826495900,bischof christine,bischof,christine,bischof c,1,15,0.0666666666666667,1
14826692700,maccari birgit,maccari,birgit,maccari b,1,27,0.037037037037037,1
15022658000,kontopidou flora n.,kontopidou,flora n,kontopidou f,1,48,0.0208333333333333,6
15023667100,weiner leslie p.,weiner,leslie p,weiner l,1,46,0.0217391304347826,2
15023904800,gamier jane luce,gamier,jane luce,gamier j,1,1,1,6
15024260000,bidois jérôme l.,bidois,jérôme l,bidois j,1,1,1,6
15024291000,dubief f.,dubief,f,dubief f,1,2,0.5,1
15024543700,hong mei lee,hong,mei lee,hong m,1,1,1,1
15024927600,kaspryzk arek,kaspryzk,arek,kaspryzk a,1,1,1,1
15025022300,kawagoe chiharu,kawagoe,chiharu,kawagoe c,1,1,1,1
15025067000,morgan michael j.,morgan,michael j,morgan m,1,5,0.2,1
15025347900,szustakowki joseph,szustakowki,joseph,szustakowki j,1,1,1,1
15025384500,qin shizen,qin,shizen,qin s,1,1,1,1
15025414500,wenning sarah,wenning,sarah,wenning s,1,1,1,1
15025598400,virnekas bernhard,virnekas,bernhard,virnekas b,1,2,0.5,1
15029643600,tsinontides athos c.,tsinontides,athos c,tsinontides a,1,1,1,1
15036649100,shelknberger k.,shelknberger,k,shelknberger k,1,1,1,2
15038071300,smith marjorie a m,smith,marjorie a m,smith m,2,54,0.037037037037037,16
15038300900,swaminathan ramasamyiyer,swaminathan,ramasamyiyer,swaminathan r,1,147,0.00680272108843537,2
15039578300,wliitham r.,wliitham,r,wliitham r,1,1,1,2
15044051500,center angela,center,angela,center a,1,7,0.142857142857143,1
15048312600,mccormack christine,mccormack,christine,mccormack c,1,1,1,3
15048425900,milshina natalia v.,milshina,natalia v,milshina n,1,9,0.111111111111111,1
15049246700,bentz martin h.,bentz,martin h,bentz m,4,84,0.0476190476190476,118
15055596500,droz dominique,droz,dominique,droz d,1,62,0.0161290322580645,14
15066979800,eaton dan l.,eaton,dan l,eaton d,1,39,0.0256410256410256,1
15073859400,brown sherri l.,brown,sherri l,brown s,5,4,1.25,71
15081095500,shaw peter john,shaw,peter john,shaw p,1,105,0.00952380952380952,272
15119414900,osuji nnenna c.,osuji,nnenna c,osuji n,1,28,0.0357142857142857,2
15131385800,díaz maría carmen g,díaz,maría carmen g,díaz m,1,58,0.0172413793103448,4
15132101700,karplus martin,karplus,martin,karplus m,4,315,0.0126984126984127,171
15219142200,ebers george cornell,ebers,george cornell,ebers g,6,210,0.0285714285714286,211
15319703300,taidi-laskowski behnaz,taidi-laskowski,behnaz,taidi-laskowski b,1,1,1,6
15521215900,wayne alan s.,wayne,alan s,wayne a,4,95,0.0421052631578947,15
15730127900,clark paula a.,clark,paula a,clark p,1,7,0.142857142857143,1
15733324800,schmidt albrecht georg,schmidt,albrecht georg,schmidt a,1,67,0.0149253731343284,2
15750360700,hartmann jörg thomas,hartmann,jörg thomas,hartmann j,1,256,0.00390625,1
15753310500,gaud catherine,gaud,catherine,gaud c,1,18,0.0555555555555556,15
15757737700,lambelet paola,lambelet,paola,lambelet p,1,19,0.0526315789473684,1
15767070600,brizard andré,brizard,andré,brizard a,3,55,0.0545454545454545,15
15770159200,watson jacqueline graham,watson,jacqueline graham,watson j,1,4,0.25,105
15828151300,pettersson ulrika sofia,pettersson,ulrika sofia,pettersson u,1,33,0.0303030303030303,4
15834210800,benedetti fabio m.,benedetti,fabio m,benedetti f,1,26,0.0384615384615385,1
15837242500,lohman-payne barbara lohman,lohman-payne,barbara lohman,lohman-payne b,1,62,0.0161290322580645,2
15839928600,lindsey john william w,lindsey,john william w,lindsey j,3,39,0.0769230769230769,98
15843764000,masi serena,masi,serena,masi s,1,8,0.125,2
15850405300,eberspaecher uwe,eberspaecher,uwe,eberspaecher u,1,7,0.142857142857143,10
15919680000,pan t.,pan,t,pan t,1,3,0.333333333333333,2
15920693700,duch david s.,duch,david s,duch d,1,2,0.5,2
15921848900,smith john a.,smith,john a,smith j,2,25,0.08,7
15926229200,schäffer randolph l.,schäffer,randolph l,schäffer r,1,22,0.0454545454545455,4
16026185100,flament jocelyne,flament,jocelyne,flament j,1,14,0.0714285714285714,1
16029761600,skettino sandra l.,skettino,sandra l,skettino s,1,8,0.125,1
16030180500,costa mauro g.,costa,mauro g,costa m,1,18,0.0555555555555556,1
16034863800,marcus frank,marcus,frank,marcus f,2,2,1,6
16035383600,neiman paul e.,neiman,paul e,neiman p,7,29,0.241379310344828,262
16042641700,howard chris john,howard,chris john,howard c,2,121,0.0165289256198347,4
16053612500,verhoef gregor e g,verhoef,gregor e g,verhoef g,1,226,0.00442477876106195,4
16054040900,xu wei,xu,wei,xu w,1,115,0.00869565217391304,4
16067644500,westhoff connie m.,westhoff,connie m,westhoff c,1,104,0.00961538461538462,1
16070802900,bloch daniel a.,bloch,daniel a,bloch d,1,108,0.00925925925925926,87
16071574100,duse marzia,duse,marzia,duse m,1,123,0.00813008130081301,1
16071727300,greenaway peter j.,greenaway,peter j,greenaway p,2,1,2,4
16072863200,lubetzki catherine,lubetzki,catherine,lubetzki c,1,109,0.00917431192660551,3
16074237900,sensi maria luisa,sensi,maria luisa,sensi m,2,36,0.0555555555555556,14
16074524200,wise matt p.,wise,matt p,wise m,2,3,0.666666666666667,9
16136499900,crowther derek c.,crowther,derek c,crowther d,2,30,0.0666666666666667,61
16137089800,gonwa thomas a.,gonwa,thomas a,gonwa t,1,92,0.0108695652173913,3
16138887900,lutz e.,lutz,e,lutz e,1,1,1,38
16139252500,metz earl n.,metz,earl n,metz e,1,2,0.5,4
16139488700,mick rosemarie l.,mick,rosemarie l,mick r,4,138,0.0289855072463768,43
16139799500,reiser hans c.,reiser,hans c,reiser h,2,23,0.0869565217391304,40
16142404400,de wolf- peeters chris,de wolf- peeters,chris,de wolf- peeters c,2,84,0.0238095238095238,40
16142464600,corcoran terry c.,corcoran,terry c,corcoran t,5,6,0.833333333333333,10
16143132500,gilbert walter a.,gilbert,walter a,gilbert w,3,41,0.0731707317073171,33
16143625400,greenberg steven j.,greenberg,steven j,greenberg s,1,37,0.027027027027027,45
16144590600,jackson heather j.,jackson,heather j,jackson h,1,2,0.5,1
16146294200,rodbard david,rodbard,david,rodbard d,1,27,0.037037037037037,3
16147245400,stahel rolf arno,stahel,rolf arno,stahel r,1,236,0.00423728813559322,60
16147655700,tosi roberto m.,tosi,roberto m,tosi r,1,18,0.0555555555555556,3
16147993100,willems patrick j.,willems,patrick j,willems p,2,144,0.0138888888888889,2
16148285600,yates jerome w.,yates,jerome w,yates j,1,14,0.0714285714285714,14
16148311200,abu- elmagd kareem m.,abu- elmagd,kareem m,abu- elmagd k,1,129,0.00775193798449612,4
16148500100,anderson ronald j.,anderson,ronald j,anderson r,2,18,0.111111111111111,30
16148551900,bolouri human,bolouri,human,bolouri h,1,1,1,1
16149032500,brady william a.,brady,william a,brady w,1,4,0.25,20
16150608400,gélin catherine,gélin,catherine,gélin c,3,14,0.214285714285714,143
16151582900,lander eric s.,lander,eric s,lander e,1,369,0.002710027100271,1
16151604200,lewin abi,lewin,abi,lewin a,1,1,1,2
16151964800,koyanagi makoto,koyanagi,makoto,koyanagi m,1,5,0.2,15
16152238200,matthews janet,matthews,janet,matthews j,1,46,0.0217391304347826,1
16152418100,menitove jay e.,menitove,jay e,menitove j,1,5,0.2,6
16152438500,milstein césar,milstein,césar,milstein c,15,31,0.483870967741935,392
16152661300,ochs judith j.,ochs,judith j,ochs j,2,5,0.4,30
16152673700,onda masanori,onda,masanori,onda m,3,59,0.0508474576271186,3
16154093600,svejgaard arne,svejgaard,arne,svejgaard a,2,150,0.0133333333333333,6
16155059800,zsebo krisztina m.,zsebo,krisztina m,zsebo k,1,6,0.166666666666667,11
16155643500,cojean isabelle,cojean,isabelle,cojean i,1,4,0.25,6
16156005900,codd jane d.,codd,jane d,codd j,1,5,0.2,215
16156268000,fuerst thomas r.,fuerst,thomas r,fuerst t,2,11,0.181818181818182,10
16157022100,houben paul f j,houben,paul f j,houben p,1,3,0.333333333333333,1
16157254800,meyers joel d.,meyers,joel d,meyers j,10,1,10,102
16157592500,magnius lars o.,magnius,lars o,magnius l,1,57,0.0175438596491228,18
16158351400,sipe jack c.,sipe,jack c,sipe j,3,27,0.111111111111111,6
16158580700,shimokawa tatsuo,shimokawa,tatsuo,shimokawa t,1,4,0.25,1
16159174700,südmeier ingrid,südmeier,ingrid,südmeier i,1,5,0.2,2
16161489700,hutton john j.,hutton,john j,hutton j,1,5,0.2,2
16161538700,keep patricia a.,keep,patricia a,keep p,2,7,0.285714285714286,2
16161559000,kibbelaar robby e.,kibbelaar,robby e,kibbelaar r,1,16,0.0625,1
16162412400,limonta sarah,limonta,sarah,limonta s,1,5,0.2,2
16162470800,matsumoto yohichi,matsumoto,yohichi,matsumoto y,1,7,0.142857142857143,1
16163296900,reiter christian,reiter,christian,reiter c,4,4,1,143
16163650500,sauer achim,sauer,achim,sauer a,1,10,0.1,1
16164448100,webster alison david b,webster,alison david b,webster a,1,66,0.0151515151515152,3
16165829400,hojo kenji,hojo,kenji,hojo k,1,1,1,3
16166967100,li qingqin s.,li,qingqin s,li q,1,19,0.0526315789473684,3
16167907300,stott jim e.,stott,jim e,stott j,3,18,0.166666666666667,6
16167966800,sagawa tomoko,sagawa,tomoko,sagawa t,1,1,1,1
16168659600,benvenuto federica,benvenuto,federica,benvenuto f,1,55,0.0181818181818182,4
16168808700,bell leslie anne,bell,leslie anne,bell l,1,4,0.25,1
16169727700,du manoir stanislas,du manoir,stanislas,du manoir s,1,48,0.0208333333333333,38
16170306200,jamieson ian r.,jamieson,ian r,jamieson i,1,3,0.333333333333333,29
16171773900,mcelroy patricia l.,mcelroy,patricia l,mcelroy p,1,14,0.0714285714285714,1
16171969000,neylan j. l.,neylan,j l,neylan j,1,1,1,3
16172572800,ross joel r.,ross,joel r,ross j,1,17,0.0588235294117647,6
16172656000,shapiro ralph s.,shapiro,ralph s,shapiro r,6,25,0.24,89
16179008200,behrens judith k.,behrens,judith k,behrens j,1,14,0.0714285714285714,2
16180022700,gorski jessica,gorski,jessica,gorski j,1,1,1,3
16180862000,kitao akio,kitao,akio,kitao a,1,70,0.0142857142857143,1
16182234700,pender norman t.,pender,norman t,pender n,1,3,0.333333333333333,40
16183070600,wasi parveen,wasi,parveen,wasi p,1,12,0.0833333333333333,1
16183151900,winkler ute s.,winkler,ute s,winkler u,3,10,0.3,7
16184300100,devereux stephen a.,devereux,stephen a,devereux s,2,92,0.0217391304347826,13
16184375300,egger marlene j.,egger,marlene j,egger m,1,44,0.0227272727272727,76
16184384400,greenberg philip d.,greenberg,philip d,greenberg p,11,154,0.0714285714285714,85
16184500800,herlyn dorothee m.,herlyn,dorothee m,herlyn d,3,58,0.0517241379310345,18
16185661100,mccallum rex m.,mccallum,rex m,mccallum r,1,16,0.0625,2
16187837600,udaka keiko,udaka,keiko,udaka k,1,52,0.0192307692307692,42
16188696700,davison andrew j.,davison,andrew j,davison a,1,91,0.010989010989011,5
16191354700,ross fiona m.,ross,fiona m,ross f,2,75,0.0266666666666667,63
16191478500,shimizu nobuyoshi,shimizu,nobuyoshi,shimizu n,1,31,0.032258064516129,1
16194084100,henkel ralf,henkel,ralf,henkel r,1,73,0.0136986301369863,24
16194953700,nilsson bo ove,nilsson,bo ove,nilsson b,2,247,0.00809716599190283,8
16197991500,lightfoot robert w.,lightfoot,robert w,lightfoot r,1,7,0.142857142857143,21
16198332300,ponstingl herwig,ponstingl,herwig,ponstingl h,1,21,0.0476190476190476,8
16200993600,hurley tamara r.,hurley,tamara r,hurley t,2,2,1,6
16201344800,reichert thomas a.,reichert,thomas a,reichert t,6,16,0.375,81
16201452600,roy meenakshi p.,roy,meenakshi p,roy m,1,2,0.5,1
16201475000,sigaux françois,sigaux,françois,sigaux f,1,100,0.01,21
16206720800,casper jochen,casper,jochen,casper j,1,68,0.0147058823529412,5
16206834900,haseltine william a.,haseltine,william a,haseltine w,1,11,0.0909090909090909,1
16209124500,shirley jane a.,shirley,jane a,shirley j,1,6,0.166666666666667,4
16209737200,yeager andrew m.,yeager,andrew m,yeager a,8,61,0.131147540983607,43
16210731200,cox jonathan peter l,cox,jonathan peter l,cox j,1,26,0.0384615384615385,7
16211011500,gandon jean marc,gandon,jean marc,gandon j,1,29,0.0344827586206897,3
16213510100,slater nicolas gp p,slater,nicolas gp p,slater n,1,5,0.2,6
16215145000,dubois joann ann,dubois,joann ann,dubois j,1,4,0.25,1
16216665400,millard peter r.,millard,peter r,millard p,1,20,0.05,18
16221935800,d'amaro joe d.,d'amaro,joe d,d'amaro j,1,18,0.0555555555555556,3
16223564400,lemieux bernard,lemieux,bernard,lemieux b,1,39,0.0256410256410256,2
16223770300,kirchner hartmut hartmut,kirchner,hartmut hartmut,kirchner h,1,49,0.0204081632653061,28
16224469400,ratcliffe john g.,ratcliffe,john g,ratcliffe j,1,2,0.5,2
16225562500,van furth ralph,van furth,ralph,van furth r,1,42,0.0238095238095238,5
16228014600,ogawa rhyosuke,ogawa,rhyosuke,ogawa r,1,2,0.5,1
16229466900,boyd thomas edwin,boyd,thomas edwin,boyd t,1,8,0.125,1
16236018100,daley john f.,daley,john f,daley j,4,25,0.16,104
16236395300,gray david f.,gray,david f,gray d,2,62,0.032258064516129,23
16236544600,kozak robert w.,kozak,robert w,kozak r,1,4,0.25,3
16236554900,janson carl harald,janson,carl harald,janson c,1,2,0.5,11
16237274200,rose esther h.,rose,esther h,rose e,2,7,0.285714285714286,3
16237395900,steinmann jörg f.,steinmann,jörg f,steinmann j,3,127,0.0236220472440945,106
16240452400,venter eli,venter,eli,venter e,1,11,0.0909090909090909,1
16242581000,stockwell timothy b.,stockwell,timothy b,stockwell t,1,56,0.0178571428571429,1
16244599000,griffiths michael john,griffiths,michael john,griffiths m,1,77,0.012987012987013,0
16303583500,eccles suzanne a.,eccles,suzanne a,eccles s,1,163,0.00613496932515337,2
16304491000,lee stephanie,lee,stephanie,lee s,1,303,0.0033003300330033,3
16304782500,menéndez alfredo,menéndez,alfredo,menéndez a,1,21,0.0476190476190476,1
16310270000,meldrim james c.,meldrim,james c,meldrim j,1,13,0.0769230769230769,1
16312421700,jurado manuel,jurado,manuel,jurado m,1,45,0.0222222222222222,10
16319512000,wang bicheng,wang,bicheng,wang b,1,111,0.00900900900900901,33
16403804700,villa maria luisa,villa,maria luisa,villa m,1,49,0.0204081632653061,2
16406859600,koga yasuhiro,koga,yasuhiro,koga y,1,76,0.0131578947368421,10
16409072500,suzuoki yozo,suzuoki,yozo,suzuoki y,1,2,0.5,1
16413917500,paolucci guido m.,paolucci,guido m,paolucci g,2,38,0.0526315789473684,5
16418992800,cupo susan h.,cupo,susan h,cupo s,1,2,0.5,2
16422400900,raghavachar anand,raghavachar,anand,raghavachar a,2,2,1,121
16424381000,martinez hugo m.,martinez,hugo m,martinez h,1,9,0.111111111111111,8
16428520700,iwamoto keiji,iwamoto,keiji,iwamoto k,1,2,0.5,2
16430949600,rio bernard,rio,bernard,rio b,7,101,0.0693069306930693,52
16437860100,vallbracht angelika,vallbracht,angelika,vallbracht a,1,12,0.0833333333333333,9
16439976900,hanna nabil,hanna,nabil,hanna n,3,13,0.230769230769231,14
16440403500,jansen wendy f.,jansen,wendy f,jansen w,1,19,0.0526315789473684,1
16441060600,maitland jennifer a.,maitland,jennifer a,maitland j,1,1,1,1
16443077200,tanzer joseph m.,tanzer,joseph m,tanzer j,1,9,0.111111111111111,7
16444467400,loman l.,loman,l,loman l,1,2,0.5,2
16454418100,minato keisuke,minato,keisuke,minato k,1,3,0.333333333333333,28
16455497700,smith andrew j h,smith,andrew j h,smith a,2,93,0.021505376344086,9
16464293500,markham alexander fred,markham,alexander fred,markham a,1,227,0.00440528634361234,0
16468409700,krieger gerhard,krieger,gerhard,krieger g,1,9,0.111111111111111,1
16469904100,rümke ph h.,rümke,ph h,rümke p,3,1,3,74
16470224000,smith katherine myers,smith,katherine myers,smith k,1,40,0.025,3
16473325100,lanier lewis l.,lanier,lewis l,lanier l,12,291,0.0412371134020619,106
16478086200,piazza giuseppe,piazza,giuseppe,piazza g,1,12,0.0833333333333333,4
16479476000,webster steve j.,webster,steve j,webster s,1,7,0.142857142857143,2
16484161100,merchant randall e.,merchant,randall e,merchant r,1,27,0.037037037037037,34
16486450700,bartram claus rainer i,bartram,claus rainer i,bartram c,3,172,0.0174418604651163,29
16486657000,fonatsch christa h.,fonatsch,christa h,fonatsch c,1,161,0.0062111801242236,28
16488618800,moretti luciano m.,moretti,luciano m,moretti l,1,16,0.0625,1
16490445100,collis christopher h.,collis,christopher h,collis c,1,9,0.111111111111111,4
16494679600,dörmér peter g.,dörmér,peter g,dörmér p,3,67,0.0447761194029851,5
16494905800,hayat marcel,hayat,marcel,hayat m,2,19,0.105263157894737,16
16495184800,hinterberger wolfgang,hinterberger,wolfgang,hinterberger w,2,56,0.0357142857142857,7
16496819300,reutter werner g.,reutter,werner g,reutter w,1,161,0.0062111801242236,1
16499700700,kai osamu,kai,osamu,kai o,1,1,1,2
16510509800,neri paolo,neri,paolo,neri p,2,32,0.0625,2
16511714000,wilson martin p.,wilson,martin p,wilson m,1,45,0.0222222222222222,1
16542427000,hanson lars åa,hanson,lars åa,hanson l,1,11,0.0909090909090909,13
16549136400,richard e. clark r.,richard e clark,r,richard e clark r,2,137,0.0145985401459854,43
16549646300,kaden bruce r.,kaden,bruce r,kaden b,1,2,0.5,2
16553017600,parker elizabeth r.,parker,elizabeth r,parker e,1,2,0.5,7
16635126600,clarke emer f.,clarke,emer f,clarke e,5,16,0.3125,36
16635705400,dürrant simon t s,dürrant,simon t s,dürrant s,2,81,0.0246913580246914,8
16640413500,sun jiazhu,sun,jiazhu,sun j,1,33,0.0303030303030303,1
16647496700,schwartz russell s.,schwartz,russell s,schwartz r,1,110,0.00909090909090909,1
16681837500,davies nicholas p.,davies,nicholas p,davies n,1,1,1,1
16681933100,hayashi maseru,hayashi,maseru,hayashi m,1,1,1,10
16682455600,goulden p.,goulden,p,goulden p,2,3,0.666666666666667,75
16683520600,lomater claudia,lomater,claudia,lomater c,1,3,0.333333333333333,2
16688603600,germain ronald nathan,germain,ronald nathan,germain r,5,167,0.029940119760479,86
16688738200,hakulinen timo r.,hakulinen,timo r,hakulinen t,1,14,0.0714285714285714,4
16691382700,stewart elizabeth a.,stewart,elizabeth a,stewart e,1,10,0.1,1
16737374200,wagner joseph l.,wagner,joseph l,wagner j,1,11,0.0909090909090909,1
