auth_sid,full_name,last_name,first_name,last_first_initial,doc_count_test,doc_count_total,auth_rrbr,auth_pir
46361924000,zhu s. c.,zhu,s c,zhu s,1,5,0.2,1
46361950200,ye jia,ye,jia,ye j,1,21,0.0476190476190476,1
46361953300,windsor s. m.,windsor,s m,windsor s,1,2,0.5,1
48461505600,leone barbara a.,leone,barbara a,leone b,1,8,0.125,3
52463385500,english denis k.,english,denis k,english d,1,108,0.00925925925925926,3
53863094500,cogné michel,cogné,michel,cogné m,1,129,0.00775193798449612,6
53986685800,wu martin,wu,martin,wu m,1,25,0.04,1
54784500100,hołowiecki jerzy,hołowiecki,jerzy,hołowiecki j,1,154,0.00649350649350649,14
54790497500,chang alfred,chang,alfred,chang a,1,201,0.00497512437810945,11
54790506900,couriel daniel r.,couriel,daniel r,couriel d,1,126,0.00793650793650794,3
54790539600,coffman thomas m.,coffman,thomas m,coffman t,1,198,0.00505050505050505,41
54790549300,burgoon mark p.,burgoon,mark p,burgoon m,3,36,0.0833333333333333,3
54790555100,cosimi anthony benedict,cosimi,anthony benedict,cosimi a,6,195,0.0307692307692308,97
54790605800,cohen tervaert jan willem c,cohen tervaert,jan willem c,cohen tervaert j,3,126,0.0238095238095238,3
54882780000,zhang junjun,zhang,junjun,zhang j,1,14,0.0714285714285714,1
54890923300,hsu dihwei,hsu,dihwei,hsu d,3,8,0.375,3
54893502600,chong wui,chong,wui,chong w,1,29,0.0344827586206897,11
54908403100,gahrton gösta c a,gahrton,gösta c a,gahrton g,8,108,0.0740740740740741,137
54914106800,janković slavko m.,janković,slavko m,janković s,1,30,0.0333333333333333,2
54918000900,lópez manuel algara,lópez,manuel algara,lópez m,4,125,0.032,128
54950374900,mcdaniel jade e.,mcdaniel,jade e,mcdaniel j,1,2,0.5,1
54950844300,iida masato,iida,masato,iida m,1,4,0.25,5
54990507900,kalhs peter,kalhs,peter,kalhs p,2,138,0.0144927536231884,2
54990532500,matutes estela m.,matutes,estela m,matutes e,4,22,0.181818181818182,141
55006646100,hiddemann wolfgang d.,hiddemann,wolfgang d,hiddemann w,10,632,0.0158227848101266,126
55016965900,conrad. bastian,conrad,bastian,conrad b,1,98,0.0102040816326531,2
55027807400,wagner john e.,wagner,john e,wagner j,9,296,0.0304054054054054,26
55031338800,morgan gareth e.,morgan,gareth e,morgan g,4,10,0.4,35
55039245900,hallek michael j.,hallek,michael j,hallek m,5,534,0.00936329588014981,9
55040623200,roggendorf michael,roggendorf,michael,roggendorf m,1,233,0.00429184549356223,1
55040831300,ueda yoshihide,ueda,yoshihide,ueda y,1,75,0.0133333333333333,1
55043640100,wang jian,wang,jian,wang j,1,13,0.0769230769230769,1
55067598500,macintyre élizabeth a.,macintyre,élizabeth a,macintyre e,1,172,0.00581395348837209,6
55083264000,lode holger n.,lode,holger n,lode h,2,97,0.0206185567010309,2
55084429500,rech jürgen,rech,jürgen,rech j,1,72,0.0138888888888889,2
55086688900,srivastava deo kumar,srivastava,deo kumar,srivastava d,2,141,0.0141843971631206,10
55094012900,henry-amar michel c.,henry-amar,michel c,henry-amar m,1,84,0.0119047619047619,7
55106871500,ullrich axel,ullrich,axel,ullrich a,3,248,0.0120967741935484,10
55108858000,bigelow carolyn l.,bigelow,carolyn l,bigelow c,1,7,0.142857142857143,39
55110593500,kanz lothar,kanz,lothar,kanz l,3,469,0.00639658848614072,7
55110999700,barkhof frederik,barkhof,frederik,barkhof f,2,271,0.00738007380073801,17
55112870700,shankar premalata,shankar,premalata,shankar p,1,1,1,1
55117472400,ruderman eric m.,ruderman,eric m,ruderman e,1,205,0.0048780487804878,105
55118682500,bernaudin françoise,bernaudin,françoise,bernaudin f,5,80,0.0625,14
55118840300,shinohara tokuyuki,shinohara,tokuyuki,shinohara t,2,12,0.166666666666667,2
55119651800,tiberghien pierre,tiberghien,pierre,tiberghien p,1,219,0.0045662100456621,2
55121369800,sarnacki sabine,sarnacki,sabine,sarnacki s,1,109,0.00917431192660551,15
55121547400,ueno naoto,ueno,naoto,ueno n,3,285,0.0105263157894737,22
55122234000,baum oliver,baum,oliver,baum o,1,47,0.0212765957446809,1
55126607200,kelly anne marie b,kelly,anne marie b,kelly a,1,15,0.0666666666666667,2
55133762400,rocha vanderson g.,rocha,vanderson g,rocha v,1,264,0.00378787878787879,4
55137056900,falk werner,falk,werner,falk w,1,131,0.00763358778625954,11
55139868500,shintani yasushi,shintani,yasushi,shintani y,1,28,0.0357142857142857,2
55141388100,bokemeyer carsten carsten,bokemeyer,carsten carsten,bokemeyer c,1,665,0.00150375939849624,1
55141985600,specchia giorgina,specchia,giorgina,specchia g,1,240,0.00416666666666667,1
55145013700,gent michael,gent,michael,gent m,1,128,0.0078125,9
55145127300,mcmahon lillian e c,mcmahon,lillian e c,mcmahon l,1,14,0.0714285714285714,4
55145198000,kami masahiro,kami,masahiro,kami m,1,292,0.00342465753424658,1
55148803900,huber susanne a.,huber,susanne a,huber s,1,28,0.0357142857142857,2
55151302900,kollman craig r.,kollman,craig r,kollman c,1,142,0.00704225352112676,1
55151681200,levine saul h.,levine,saul h,levine s,2,3,0.666666666666667,42
55151862100,james teife e.,james,teife e,james t,1,4,0.25,7
55152255000,bréchot christian b.,bréchot,christian b,bréchot c,2,227,0.00881057268722467,5
55152742900,sill heinz,sill,heinz,sill h,1,119,0.00840336134453781,1
55160503700,milo r.,milo,r,milo r,1,29,0.0344827586206897,2
55160602900,edan g.,edan,g,edan g,2,183,0.0109289617486339,5
55162361800,glossmann hartmut h.,glossmann,hartmut h,glossmann h,1,58,0.0172413793103448,57
55163616000,pantaleo giuseppe p.,pantaleo,giuseppe p,pantaleo g,1,331,0.00302114803625378,2
55166074700,rice john r.,rice,john r,rice j,1,7,0.142857142857143,6
55167971000,williamson robert anthony,williamson,robert anthony,williamson r,5,49,0.102040816326531,5
55168346200,teo clarence p.,teo,clarence p,teo c,1,5,0.2,4
55173568600,ljungberg michael h.,ljungberg,michael h,ljungberg m,1,90,0.0111111111111111,2
55175041900,welter p. f.,welter,p f,welter p,1,1,1,1
55177737900,dickson mark c.,dickson,mark c,dickson m,1,28,0.0357142857142857,1
55177981000,taguchi jun,taguchi,jun,taguchi j,1,114,0.0087719298245614,1
55183737600,sayer herbert gottfried,sayer,herbert gottfried,sayer h,3,84,0.0357142857142857,16
55190584000,fisher stephen i.,fisher,stephen i,fisher s,1,31,0.032258064516129,9
55192275000,yagita hideo,yagita,hideo,yagita h,3,780,0.00384615384615385,45
55193665900,fraser james d.,fraser,james d,fraser j,1,14,0.0714285714285714,15
55198579200,carella angello,carella,angello,carella a,1,1,1,1
55201155400,lechner klaus h.,lechner,klaus h,lechner k,4,235,0.0170212765957447,97
55207494400,brügger wolfram,brügger,wolfram,brügger w,1,115,0.00869565217391304,5
55207973100,condé eulogio,condé,eulogio,condé e,2,75,0.0266666666666667,2
55208975700,rugo hope s.,rugo,hope s,rugo h,1,283,0.00353356890459364,1
55209421200,hare brian j.,hare,brian j,hare b,1,15,0.0666666666666667,1
55215076600,herold michael,herold,michael,herold m,2,24,0.0833333333333333,2
55221546300,peterson bruce a.,peterson,bruce a,peterson b,2,53,0.0377358490566038,6
55221603600,fassas athanasios s.,fassas,athanasios s,fassas a,2,77,0.025974025974026,400
55222940800,chan e. s y,chan,e s y,chan e,1,1,1,2
55224522500,schmidt helmut h.,schmidt,helmut h,schmidt h,1,38,0.0263157894736842,9
55225263000,ota kazuo,ota,kazuo,ota k,1,9,0.111111111111111,1
55225457000,diehl volker,diehl,volker,diehl v,3,434,0.00691244239631336,11
55230302700,nagy istván péter v,nagy,istván péter v,nagy i,2,93,0.021505376344086,6
55230656100,mccullough jeffrey,mccullough,jeffrey,mccullough j,3,135,0.0222222222222222,95
55231423900,rosenberg saul a.,rosenberg,saul a,rosenberg s,1,14,0.0714285714285714,1
55231943900,berridge michael john,berridge,michael john,berridge m,2,79,0.0253164556962025,6
55233332400,markman maurie m.,markman,maurie m,markman m,1,607,0.00164744645799012,2
55234457300,fleming william harv,fleming,william harv,fleming w,1,46,0.0217391304347826,15
55237715700,papadopoulos nicholas e j,papadopoulos,nicholas e j,papadopoulos n,1,79,0.0126582278481013,2
55238027100,hafler david a.,hafler,david a,hafler d,2,187,0.0106951871657754,36
55238070900,ma alicia,ma,alicia,ma a,1,4,0.25,2
55238456000,bozzi fabio,bozzi,fabio,bozzi f,1,3,0.333333333333333,1
55242506200,dilley jeanette,dilley,jeanette,dilley j,1,16,0.0625,1
55242755400,armstrong mark r.,armstrong,mark r,armstrong m,1,4,0.25,11
55243649200,lutz patrick,lutz,patrick,lutz p,1,119,0.00840336134453781,4
55244375800,radcliffe jerilynn,radcliffe,jerilynn,radcliffe j,1,44,0.0227272727272727,2
55244691000,miyamura tomoya,miyamura,tomoya,miyamura t,1,3,0.333333333333333,1
55245388100,okazaki toshirou,okazaki,toshirou,okazaki t,1,4,0.25,1
55246472500,allen d. r.,allen,d r,allen d,1,2,0.5,1
55247250100,cerveny charles,cerveny,charles,cerveny c,1,1,1,3
55248785300,fabris fabrizio menchini,fabris,fabrizio menchini,fabris f,1,1,1,12
55250057200,brand anneke,brand,anneke,brand a,1,243,0.00411522633744856,1
55252505600,peterson jane l.,peterson,jane l,peterson j,1,24,0.0416666666666667,1
55259540100,guo wei,guo,wei,guo w,1,11,0.0909090909090909,1
55262447800,jackson sherron m.,jackson,sherron m,jackson s,1,21,0.0476190476190476,4
55266789700,dormont dominique,dormont,dominique,dormont d,1,237,0.00421940928270042,2
55266885100,lindner karl johan,lindner,karl johan,lindner k,1,2,0.5,2
55269996900,abola a. pia,abola,a pia,abola a,1,3,0.333333333333333,1
55278175300,alter harvey j.,alter,harvey j,alter h,1,169,0.00591715976331361,5
55281232700,gleichmann ernst,gleichmann,ernst,gleichmann e,1,40,0.025,2
55290322900,patel sunil s.,patel,sunil s,patel s,1,16,0.0625,32
55300878700,norton andrew j.,norton,andrew j,norton a,1,1,1,1
55301007200,norton a. j.,norton,a j,norton a,1,1,1,1
55301866700,huxley hugh e.,huxley,hugh e,huxley h,1,20,0.05,42
55303317500,simonsson bengt g.,simonsson,bengt g,simonsson b,1,48,0.0208333333333333,4
55307330200,flandrin georges f.,flandrin,georges f,flandrin g,1,3,0.333333333333333,7
55311376700,rioux patrice p.,rioux,patrice p,rioux p,1,14,0.0714285714285714,0
55312429300,de witte theo m m,de witte,theo m m,de witte t,15,216,0.0694444444444444,103
55312652100,lachmann peter julius,lachmann,peter julius,lachmann p,6,68,0.0882352941176471,319
55317578100,morand patrice,morand,patrice,morand p,1,115,0.00869565217391304,1
55322317400,maccallum robert m.,maccallum,robert m,maccallum r,1,38,0.0263157894736842,2
55324584400,green david,green,david,green d,1,148,0.00675675675675676,3
55324994700,wetter j.,wetter,j,wetter j,1,1,1,1
55325323000,yasutomi yasuhiro,yasutomi,yasuhiro,yasutomi y,3,75,0.04,6
55326255800,varagunam m.,varagunam,m,varagunam m,2,1,2,2
55328784200,symann michel l.,symann,michel l,symann m,2,42,0.0476190476190476,10
55338195600,jiang yinzheng,jiang,yinzheng,jiang y,4,16,0.25,30
55344331600,hurme mikko a.,hurme,mikko a,hurme m,1,195,0.00512820512820513,1
55347951100,rowe jacob m.,rowe,jacob m,rowe j,1,297,0.00336700336700337,4
55349633500,white leonard casey,white,leonard casey,white l,1,6,0.166666666666667,4
55351797400,mertens thomas h.,mertens,thomas h,mertens t,1,109,0.00917431192660551,45
55351903400,brown david levin,brown,david levin,brown d,1,7,0.142857142857143,1
55352021800,mahler felix r.,mahler,felix r,mahler f,1,71,0.0140845070422535,1
55352087600,morishima yasuo,morishima,yasuo,morishima y,1,298,0.00335570469798658,4
55352780700,nikaido toshio,nikaido,toshio,nikaido t,4,124,0.032258064516129,125
55357652600,jackson john d.,jackson,john d,jackson j,1,43,0.0232558139534884,3
55364228000,suzuki nobuhiro,suzuki,nobuhiro,suzuki n,1,71,0.0140845070422535,1
55368402800,ciliberto gennaro,ciliberto,gennaro,ciliberto g,1,213,0.00469483568075117,15
55370202600,davie charlie m.,davie,charlie m,davie c,1,1,1,33
55373552200,gatti rossana a.,gatti,rossana a,gatti r,1,1,1,1
55374058100,johnson james robert,johnson,james robert,johnson j,1,2,0.5,14
55374381800,lemerle jean s.,lemerle,jean s,lemerle j,1,34,0.0294117647058824,14
55374669000,cook stuart,cook,stuart,cook s,2,1,2,2
55374770300,kimura hideo,kimura,hideo,kimura h,1,11,0.0909090909090909,1
55377295000,nazarian ranun,nazarian,ranun,nazarian r,1,2,0.5,2
55380023100,cassileth peter a.,cassileth,peter a,cassileth p,3,43,0.0697674418604651,6
55380692200,kinnon christine m.,kinnon,christine m,kinnon c,2,84,0.0238095238095238,2
55381779600,strauss nurit,strauss,nurit,strauss n,1,3,0.333333333333333,5
55382766000,gale m. jr,gale m,jr,gale m j,1,191,0.00523560209424084,2
55384287300,young elisabeth,young,elisabeth,young e,2,23,0.0869565217391304,2
55384965300,johnson steve a n,johnson,steve a n,johnson s,1,4,0.25,2
55390157300,freedman c.,freedman,c,freedman c,1,2,0.5,2
55390840900,jacobsen frederick w.,jacobsen,frederick w,jacobsen f,1,9,0.111111111111111,3
55391307300,horneff gerd,horneff,gerd,horneff g,1,199,0.0050251256281407,53
55391902000,boehm mark k.,boehm,mark k,boehm m,1,10,0.1,1
55392750800,mahendra premini,mahendra,premini,mahendra p,3,24,0.125,13
55392953300,gassmann winifried,gassmann,winifried,gassmann w,1,3,0.333333333333333,5
55393694800,demirer taner,demirer,taner,demirer t,5,80,0.0625,25
55393721100,pichert gabriella,pichert,gabriella,pichert g,1,45,0.0222222222222222,3
55394108400,zoumbos nicholas c.,zoumbos,nicholas c,zoumbos n,2,73,0.0273972602739726,44
55394846400,dearden ce,dearden,ce,dearden c,1,1,1,1
55395820100,fugazza giusy,fugazza,giusy,fugazza g,1,2,0.5,1
55396818700,lefèvre anick,lefèvre,anick,lefèvre a,1,5,0.2,10
55396962400,vossen jack k.,vossen,jack k,vossen j,5,1,5,113
55397355200,jakšić branimir,jakšić,branimir,jakšić b,1,61,0.0163934426229508,1
55397752000,wiktor-jȩdrzejczak więslaw,wiktor-jȩdrzejczak,więslaw,wiktor-jȩdrzejczak w,1,61,0.0163934426229508,2
55397764400,gaberc-porekar vladimira,gaberc-porekar,vladimira,gaberc-porekar v,1,1,1,1
55399373700,kapelushnik yossi,kapelushnik,yossi,kapelushnik y,1,1,1,18
55400176400,bouafia fadhela,bouafia,fadhela,bouafia f,1,28,0.0357142857142857,2
55400353400,besalduch joan,besalduch,joan,besalduch j,1,61,0.0163934426229508,4
55401104200,pileri stefano aldo,pileri,stefano aldo,pileri s,2,459,0.00435729847494553,41
55401648600,denis claude,denis,claude,denis c,1,7,0.142857142857143,3
55401723000,granger larry a.,granger,larry a,granger l,2,2,1,25
55401772600,zahurak mariana,zahurak,mariana,zahurak m,1,1,1,4
55402038400,bonino ferruccio,bonino,ferruccio,bonino f,1,14,0.0714285714285714,4
55402297800,vassilakopoulos theodoros p.,vassilakopoulos,theodoros p,vassilakopoulos t,2,150,0.0133333333333333,10
55402348700,tough d. e.,tough,d e,tough d,1,1,1,3
55402457900,terhorst cox o x,terhorst,cox o x,terhorst c,1,1,1,1
55402744200,pico josél l.,pico,josél l,pico j,1,1,1,3
55403523200,holladay martha s.,holladay,martha s,holladay m,1,17,0.0588235294117647,12
55403578800,pagliuca antonio,pagliuca,antonio,pagliuca a,2,140,0.0142857142857143,1
55404741500,solal-céligny philippe h.,solal-céligny,philippe h,solal-céligny p,4,90,0.0444444444444444,8
55405678200,uguccioni mariagrazia,uguccioni,mariagrazia,uguccioni m,1,73,0.0136986301369863,3
55406430600,billiau alfons,billiau,alfons,billiau a,1,1,1,2
55406834600,brautbar charm,brautbar,charm,brautbar c,1,5,0.2,3
55407315000,soubeyran piere,soubeyran,piere,soubeyran p,1,1,1,1
55408724300,van tol mjd j d,van tol,mjd j d,van tol m,4,16,0.25,141
55408789200,lankester alan w.,lankester,alan w,lankester a,3,16,0.1875,9
55410155700,takeuchi fujio,takeuchi,fujio,takeuchi f,1,55,0.0181818181818182,24
55410346200,haferlach torsten,haferlach,torsten,haferlach t,3,501,0.00598802395209581,18
55411298100,farrow brh r h,farrow,brh r h,farrow b,1,2,0.5,1
55411484500,cobbold steve p.,cobbold,steve p,cobbold s,15,6,2.5,2915
55411604900,labar bokis,labar,bokis,labar b,1,1,1,1
55411868100,meijer sijtze,meijer,sijtze,meijer s,1,4,0.25,1
55412002400,pangalis gerasimos a.,pangalis,gerasimos a,pangalis g,1,3,0.333333333333333,180
55412289300,naparstek ella,naparstek,ella,naparstek e,1,12,0.0833333333333333,18
55412518900,pauling linus c.,pauling,linus c,pauling l,1,1,1,10
55412891800,dighiero guillermo,dighiero,guillermo,dighiero g,3,12,0.25,85
55413174500,maschmeyer georg,maschmeyer,georg,maschmeyer g,2,152,0.0131578947368421,8
55413681900,mehta rahul c.,mehta,rahul c,mehta r,2,3,0.666666666666667,96
55414960500,donnelly m. t.,donnelly,m t,donnelly m,1,2,0.5,1
55417262800,hale gregory a.,hale,gregory a,hale g,1,100,0.01,1
55418112300,ehninger gerbard,ehninger,gerbard,ehninger g,2,22,0.0909090909090909,37
55418112500,ehninger gerhardt,ehninger,gerhardt,ehninger g,1,4,0.25,4
55421685300,cramer steven m.,cramer,steven m,cramer s,1,145,0.00689655172413793,1
55421758200,jordan jerold h.,jordan,jerold h,jordan j,1,5,0.2,1
55422090000,hassan amal a.,hassan,amal a,hassan a,2,7,0.285714285714286,4
55424287200,little - ann margaret,little -,ann margaret,little - a,1,89,0.0112359550561798,1
55424512600,marques jr f c,marques,jr f c,marques j,1,6,0.166666666666667,1
55424734200,smith owen patrick,smith,owen patrick,smith o,1,156,0.00641025641025641,38
55424934700,nicolas jean françois,nicolas,jean françois,nicolas j,1,264,0.00378787878787879,4
55425205900,thomas terry e.,thomas,terry e,thomas t,1,24,0.0416666666666667,3
55425215000,thomas tijo b.,thomas,tijo b,thomas t,1,2,0.5,10
55425272400,lange andrzej,lange,andrzej,lange a,1,103,0.00970873786407767,10
55425671800,gardner john o.,gardner,john o,gardner j,1,20,0.05,2
55426375800,feldmann marc,feldmann,marc,feldmann m,3,269,0.0111524163568773,56
55426420000,jansen jan bmj m j,jansen,jan bmj m j,jansen j,2,220,0.00909090909090909,17
55426674800,katz stephen m.,katz,stephen m,katz s,1,48,0.0208333333333333,3
55426828100,tefferi ayalew,tefferi,ayalew,tefferi a,1,830,0.00120481927710843,2
55429219400,kolb hans joachem,kolb,hans joachem,kolb h,1,1,1,9
55429408700,fritz hans joachim,fritz,hans joachim,fritz h,3,23,0.130434782608696,24
55429522900,nicolaïdes kypros h.,nicolaïdes,kypros h,nicolaïdes k,1,982,0.0010183299389002,248
55429556800,chambon pierre kastner pierre,chambon,pierre kastner pierre,chambon p,1,458,0.00218340611353712,11
55431625100,montserrat emilio,montserrat,emilio,montserrat e,15,135,0.111111111111111,175
55431639100,halpern jerry d.,halpern,jerry d,halpern j,1,5,0.2,1
55432268400,van den broek pieter j.,van den broek,pieter j,van den broek p,1,18,0.0555555555555556,5
55433495300,bruce davtd s.,bruce,davtd s,bruce d,1,1,1,6
55434239500,hakomori - sen itiroh r,hakomori -,sen itiroh r,hakomori - s,2,94,0.0212765957446809,59
55434504700,gluckman elaine,gluckman,elaine,gluckman e,1,1,1,2
55436078200,lister t. andrew,lister,t andrew,lister t,2,13,0.153846153846154,42
55436189000,burton robert l.,burton,robert l,burton r,1,33,0.0303030303030303,6
55436396600,haines adrian m r,haines,adrian m r,haines a,1,4,0.25,3
55437791500,walters ronald s.,walters,ronald s,walters r,1,37,0.027027027027027,14
55438142900,stewart f. marc,stewart,f marc,stewart f,1,54,0.0185185185185185,1
55438432100,kawaguchi tatsuya,kawaguchi,tatsuya,kawaguchi t,1,50,0.02,2
55438433700,katz paul a.,katz,paul a,katz p,1,11,0.0909090909090909,1
55438594300,clayton david g.,clayton,david g,clayton d,2,106,0.0188679245283019,197
55439028800,ryan mary anna nna,ryan,mary anna nna,ryan m,1,4,0.25,2
55439100200,mcmahon cathy j.,mcmahon,cathy j,mcmahon c,1,1,1,1
55441876800,magrath ian t.,magrath,ian t,magrath i,2,59,0.0338983050847458,24
55444444100,weiss mark a.,weiss,mark a,weiss m,1,45,0.0222222222222222,2
55444507600,oldstone- michael ba a,oldstone-,michael ba a,oldstone- m,1,226,0.00442477876106195,2
55447669700,davis clifford geoffrey,davis,clifford geoffrey,davis c,2,12,0.166666666666667,2
55449036100,roberts sadia,roberts,sadia,roberts s,1,2,0.5,3
55449135900,harris michael a.,harris,michael a,harris m,1,6,0.166666666666667,1
55449396200,clark david m.,clark,david m,clark d,1,20,0.05,0
55449635600,patel ashvin k.,patel,ashvin k,patel a,2,4,0.5,8
55449728500,csernok elena,csernok,elena,csernok e,3,136,0.0220588235294118,3
55449788600,okamura takashi,okamura,takashi,okamura t,1,132,0.00757575757575758,1
55450293000,lewis dorothy e.,lewis,dorothy e,lewis d,1,104,0.00961538461538462,28
55452381200,kitchen jason alexandra,kitchen,jason alexandra,kitchen j,1,6,0.166666666666667,3
55456461100,ahmad marsood f.,ahmad,marsood f,ahmad m,1,1,1,1
55456463800,ahmad manzoor gatoo,ahmad,manzoor gatoo,ahmad m,1,25,0.04,1
55456505900,green ann f.,green,ann f,green a,4,28,0.142857142857143,79
55456717400,jensen jane p.,jensen,jane p,jensen j,1,18,0.0555555555555556,45
55456970800,klein michèl r.,klein,michèl r,klein m,1,49,0.0204081632653061,3
55457156300,müller susannah andreas,müller,susannah andreas,müller s,2,5,0.4,2
55459750300,ivanov vladimir e.,ivanov,vladimir e,ivanov v,1,1,1,1
55459870600,zhu delin,zhu,delin,zhu d,4,29,0.137931034482759,10
55460245300,simon martin,simon,martin,simon m,1,12,0.0833333333333333,16
55461858000,thompson diana bruce,thompson,diana bruce,thompson d,1,1,1,1
55461932300,schmidt reinholdt e.,schmidt,reinholdt e,schmidt r,1,1,1,1
55462960200,zheng li,zheng,li,zheng l,1,15,0.0666666666666667,1
55463043900,taylor carolyn keever,taylor,carolyn keever,taylor c,1,1,1,28
55463157300,fernández manuél nicolás,fernández,manuél nicolás,fernández m,1,90,0.0111111111111111,4
55464921900,jones lydia f.,jones,lydia f,jones l,5,9,0.555555555555556,546
55464972100,nelson david l.,nelson,david l,nelson d,2,179,0.0111731843575419,4
55465322500,williams patricia s.,williams,patricia s,williams p,1,2,0.5,7
55468264900,nakamura satoshi,nakamura,satoshi,nakamura s,1,160,0.00625,5
55468871700,andrews jr valerie ravon,andrews,jr valerie ravon,andrews j,1,3,0.333333333333333,11
55469184600,williams gareth t.,williams,gareth t,williams g,3,20,0.15,681
55470418100,ikeda yoshikazu,ikeda,yoshikazu,ikeda y,1,3,0.333333333333333,3
55473371700,choi kim,choi,kim,choi k,1,1,1,2
55474292500,jones claire g.,jones,claire g,jones c,2,3,0.666666666666667,6
55474602500,johnson beth a.,johnson,beth a,johnson b,1,4,0.25,2
55474787800,jones peter t.,jones,peter t,jones p,5,5,1,134
55474866400,martin paul j.,martin,paul j,martin p,65,343,0.189504373177843,882
55477053000,scott john l.,scott,john l,scott j,1,5,0.2,1
55477223800,lee alice,lee,alice,lee a,1,3,0.333333333333333,2
55477600500,nakamura haruki,nakamura,haruki,nakamura h,1,326,0.00306748466257669,6
55478501300,yao jin,yao,jin,yao j,1,1,1,1
55479292600,garcìa juan jesus,garcìa,juan jesus,garcìa j,1,41,0.024390243902439,10
55479385800,liang yong,liang,yong,liang y,1,11,0.0909090909090909,1
55480070200,wagner gerhard hard,wagner,gerhard hard,wagner g,7,603,0.0116086235489221,7
55482064500,martin mary m.,martin,mary m,martin m,1,5,0.2,3
55483261100,wright james l.,wright,james l,wright j,1,6,0.166666666666667,6
55485688800,goedert james jerome,goedert,james jerome,goedert j,1,353,0.0028328611898017,6
55488478100,toyoda atsushi,toyoda,atsushi,toyoda a,1,180,0.00555555555555556,1
55492784300,miller marjorie j.,miller,marjorie j,miller m,1,7,0.142857142857143,5
55494697100,johnson jeremy e.,johnson,jeremy e,johnson j,1,26,0.0384615384615385,1
55495511700,sato kaoru,sato,kaoru,sato k,1,3,0.333333333333333,1
55498578500,smith anajane g.,smith,anajane g,smith a,2,42,0.0476190476190476,10
55498731300,thompson john,thompson,john,thompson j,2,404,0.00495049504950495,6
55501384800,watanabe toshiyuki,watanabe,toshiyuki,watanabe t,1,29,0.0344827586206897,1
55509802300,cross nicholas cp p,cross,nicholas cp p,cross n,7,270,0.0259259259259259,28
55510432500,guillevin loïc,guillevin,loïc,guillevin l,1,766,0.00130548302872063,1
55511593600,martino rodrigo,martino,rodrigo,martino r,2,214,0.00934579439252336,2
55516478800,shen ling,shen,ling,shen l,1,44,0.0227272727272727,2
55517486500,cohen bernard john,cohen,bernard john,cohen b,4,69,0.0579710144927536,4
55517515700,ball susan e b,ball,susan e b,ball s,1,2,0.5,194
55518698000,gray richard g.,gray,richard g,gray r,1,82,0.0121951219512195,1
55519417100,hansen john a.,hansen,john a,hansen j,48,173,0.277456647398844,768
55520641600,satow yoshinori,satow,yoshinori,satow y,1,40,0.025,2
55520882700,takenaka katsuto,takenaka,katsuto,takenaka k,1,143,0.00699300699300699,1
55521669600,hattori masakazu,hattori,masakazu,hattori m,1,44,0.0227272727272727,96
55525951000,emerit ingrid,emerit,ingrid,emerit i,1,21,0.0476190476190476,7
55527501000,bianchi alberto t j,bianchi,alberto t j,bianchi a,1,10,0.1,20
55532286000,ehret andreas,ehret,andreas,ehret a,1,4,0.25,10
55533604400,osterhaus albert d m e,osterhaus,albert d m e,osterhaus a,1,978,0.00102249488752556,2
55536090100,yamamoto kazuhiko,yamamoto,kazuhiko,yamamoto k,1,426,0.00234741784037559,3
55536642300,colvin robert b.,colvin,robert b,colvin r,3,237,0.0126582278481013,38
55537778000,dickinson anne marie,dickinson,anne marie,dickinson a,3,112,0.0267857142857143,15
55539365600,hauser hansjörg j.,hauser,hansjörg j,hauser h,1,123,0.00813008130081301,11
55540203900,heeg klaus m.,heeg,klaus m,heeg k,2,104,0.0192307692307692,11
55540296400,deng zixin,deng,zixin,deng z,1,272,0.00367647058823529,1
55543036200,simpson elizabeth m.,simpson,elizabeth m,simpson e,1,135,0.00740740740740741,23
55543892100,henzel william j.,henzel,william j,henzel w,1,8,0.125,1
55546466900,brown c. hendricks,brown,c hendricks,brown c,1,122,0.00819672131147541,2
55546886700,hughes jmb michael b,hughes,jmb michael b,hughes j,1,59,0.0169491525423729,1
55547126043,blake robert c.,blake,robert c,blake r,1,11,0.0909090909090909,1
55547131289,taylor terri,taylor,terri,taylor t,1,1,1,1
55547137918,harris richard,harris,richard,harris r,1,1,1,1
55547137940,harris richard e.,harris,richard e,harris r,1,1,1,1
55547138026,herman waldmann h.,herman,waldmann h,herman w,1,1,1,124
55547141032,smith tony,smith,tony,smith t,1,2,0.5,1
55551332700,platzer matthias,platzer,matthias,platzer m,1,213,0.00469483568075117,1
55552088500,danaher s.,danaher,s,danaher s,1,2,0.5,1
55553154800,marra marco,marra,marco,marra m,1,375,0.00266666666666667,1
55553672200,martín stephan a.,martín,stephan a,martín s,1,173,0.00578034682080925,2
55553742895,keeney michael,keeney,michael,keeney m,1,2,0.5,10
55553964100,shibata satoshi,shibata,satoshi,shibata s,1,35,0.0285714285714286,2
55554412500,egan jj,egan,jj,egan j,1,135,0.00740740740740741,1
55554598200,puri raj k.,puri,raj k,puri r,1,207,0.00483091787439614,1
55556476300,kimura akinori,kimura,akinori,kimura a,1,243,0.00411522633744856,4
55556832800,garcía alonso luis,garcía alonso,luis,garcía alonso l,1,11,0.0909090909090909,6
55559031600,clarke mike f.,clarke,mike f,clarke m,1,361,0.00277008310249307,2
