eid_set_B_citing	eid_set_C_cited	cited_is_in_B	cited_is_in_A
30932383	27261448	1	0
30932383	27996598	1	0
30932383	28848264	1	1
30932383	28990457	1	0
30932383	29163335	1	0
30932383	29381095	1	0
30932383	29871565	1	0
30932383	29960449	1	0
30932383	30177299	1	0
30932383	343393766	1	0
30932383	343393767	1	0
30932383	345291103	1	1
30932383	10344262612	1	1
30933299	8389289	1	1
30933299	22446119	1	0
30933299	25820531	1	0
30933299	25876591	1	0
30933299	25894713	1	0
30933299	27109075	1	0
30933299	28040317	1	1
30933299	29053874	1	0
30933299	29915902	1	1
30933299	30043446	1	0
30933299	30608635	1	0
30934199	1443043	1	0
30934199	2704091	1	0
30934199	3562303	1	0
30934199	3633894	1	1
30934199	3689119	1	0
30934199	5939292	1	0
30934199	8988979	1	0
30934199	21683204	1	0
30934199	23823194	1	0
30934199	24189689	1	0
30934199	24403276	1	0
30934199	24503756	1	0
30934199	25071927	1	0
30934199	25820531	1	0
30934199	27484445	1	1
30934199	27753244	1	0
30934199	27937092	1	0
30934199	28040317	1	1
30934199	28068643	1	0
30934199	28843780	1	0
30934199	29053874	1	0
30934199	30012729	1	0
30934199	30152864	1	0
30934465	9530192	1	0
30934465	27525104	1	0
30934465	28168514	1	0
30934465	28817947	1	0
30934465	29026548	1	0
30934465	29965280	1	0
30934465	29978182	1	0
30934465	30011398	1	0
30934465	30032106	1	0
30934465	344053451	1	0
30934465	15844393657	1	0
30934465	15844412409	1	0
30934737	16740933	1	1
30934737	18931297	1	0
30934737	19427092	1	0
30934737	23937119	1	0
30934737	24593088	1	0
30934737	25361921	1	0
30934737	26497573	1	0
30934737	28802606	1	0
30935579	4282518	1	0
30935579	4317083	1	0
30935579	23445560	1	0
30935579	24632478	1	0
30935579	25018353	1	0
30935579	26611050	1	0
30935579	27682606	1	0
30935664	1903367	1	0
30935664	15229022	1	0
30935664	20475449	1	0
30935664	21273874	1	0
30935664	23277545	1	0
30935664	23806075	1	0
30935664	23926939	1	0
30935664	25796743	1	0
30935664	39442122	1	0
30935664	40143401	1	0
30935805	24215289	1	0
30935805	24449744	1	0
30935805	25804856	1	0
30935805	26662754	1	0
30935805	27225525	1	0
30935805	27381828	1	1
30935805	27410777	1	0
30935805	27515341	1	1
30935805	27946710	1	0
30935805	28270611	1	0
30935805	28359265	1	0
30935805	28988737	1	1
30935805	29789322	1	1
30935805	30072651	1	1
30936016	23764824	1	0
30936016	26352248	1	1
30936016	26512314	1	0
30936016	26559095	1	0
30936016	27275642	1	1
30936016	27397544	1	1
30936016	27414646	1	0
30936016	27443234	1	0
30936016	27970448	1	0
30936016	27997787	1	0
30936016	28000605	1	0
30936016	28145334	1	0
30936016	28151351	1	0
30936016	28175989	1	0
30936016	28229534	1	0
30936016	28242082	1	0
30936016	28285191	1	0
30936016	28319060	1	0
30936016	28784298	1	0
30936016	28820041	1	0
30936016	28859279	1	0
30936016	28885614	1	0
30936016	28926204	1	0
30936016	29075372	1	0
30936016	29082412	1	0
30936016	29899011	1	0
30936016	29942205	1	0
30936063	21593369	1	0
30936063	23880839	1	0
30936063	25070260	1	0
30936063	26500372	1	1
30936063	27268493	1	0
30936063	28098022	1	1
30936063	28966027	1	1
30936063	29970935	1	0
30936063	30054553	1	1
30936063	9344231922	1	1
30936281	13491694	1	0
30936281	26534003	1	0
30936281	27462920	1	0
30936281	29873034	1	0
30936281	30087510	1	0
30937335	336139	1	1
30937335	3667273	1	0
30937335	19413161	1	0
30937335	19832974	1	0
30937335	20033928	1	0
30937335	21330993	1	0
30937335	21703548	1	0
30937335	22966964	1	0
30937335	24379544	1	0
30937335	24418979	1	0
30937335	25769459	1	0
30937335	25874369	1	0
30937335	27362582	1	0
30937335	27376013	1	1
30937335	27410650	1	0
30937335	27431148	1	1
30937335	27932733	1	0
30937335	28365135	1	0
30937335	28810950	1	0
30937335	33845382806	1	1
30937723	17810848	1	0
30937723	23857417	1	0
30937723	25182977	1	1
30937723	25290819	1	0
30937723	25752980	1	0
30937723	26678490	1	0
30937723	27403374	1	0
30937723	27448696	1	0
30937723	28087777	1	0
30937723	28919560	1	0
30937723	29074895	1	0
30937723	29075648	1	0
30937723	29078212	1	0
30937723	29102233	1	0
30937723	29842782	1	0
30937723	2242434790	1	0
30937790	522769	1	0
30937790	24988981	1	0
30937790	29031251	1	0
30937833	21550018	1	0
30937833	21956416	1	0
30937833	25240576	1	0
30937833	26750092	1	0
30937833	28038426	1	0
30937996	437171	1	0
30937996	9534245	1	0
30937996	11188215	1	0
30937996	14430976	1	0
30937996	18408021	1	1
30937996	18741036	1	0
30937996	20684155	1	0
30937996	20900264	1	0
30937996	21041087	1	0
30937996	21158396	1	0
30937996	22462399	1	0
30937996	22513737	1	0
30937996	23086182	1	0
30937996	23191121	1	0
30937996	23752770	1	1
30937996	24604730	1	0
30937996	24647037	1	0
30937996	25757249	1	0
30937996	26009699	1	0
30937996	26052848	1	0
30937996	26425685	1	0
30937996	26500445	1	0
30937996	26610470	1	0
30937996	26611386	1	0
30937996	26646971	1	0
30937996	26696777	1	0
30937996	26764171	1	0
30937996	27142024	1	0
30937996	27156463	1	0
30937996	27157149	1	0
30937996	27236891	1	0
30937996	27320362	1	0
30937996	27333555	1	0
30937996	27444774	1	0
30937996	27485751	1	0
30937996	27787933	1	0
30937996	28586808	1	0
30937996	28820580	1	0
30937996	28978504	1	1
30937996	28988007	1	0
30937996	29030656	1	0
30937996	29979577	1	0
30937996	30055349	1	0
30937996	30299939	1	0
30937996	8044247801	1	0
30937996	8044260262	1	0
30938499	20480638	1	0
30938499	23781763	1	0
30938499	23850178	1	0
30938499	23986057	1	0
30938499	24212067	1	0
30938499	24342726	1	1
30938499	24605518	1	0
30938499	26099079	1	0
30938499	27497239	1	0
30938568	3104975	1	0
30938568	23123378	1	1
30938568	23707076	1	0
30938568	26434554	1	0
30938568	26503161	1	0
30938568	26556063	1	0
30938568	26572986	1	0
30938568	26645658	1	0
30938568	26649994	1	0
30938568	27205194	1	0
30938568	27298445	1	1
30938568	27333348	1	0
30938568	27407108	1	0
30938568	27409792	1	0
30938568	27454052	1	0
30938568	27479452	1	0
30938568	27957780	1	0
30938568	27964523	1	0
30938568	28148199	1	0
30938568	28273017	1	0
30938568	28294682	1	0
30938568	28866978	1	0
30938568	28903727	1	0
30938568	28911484	1	0
30938568	28926223	1	0
30938568	28956146	1	0
30938568	29037210	1	0
30938568	29862940	1	0
30938568	29939467	1	0
30938568	29995883	1	0
30938568	30003058	1	0
30938568	30057218	1	0
30938568	30069797	1	0
30938712	25002969	1	0
30938712	25835310	1	1
30938712	25838021	1	0
30938712	26317443	1	1
30938712	26641471	1	0
30938712	27285847	1	0
30938712	27489451	1	0
30938712	28205271	1	0
30938712	28672525	1	0
30938712	29021085	1	0
30939098	4253506	1	1
30939098	6713602	1	0
30939098	21751005	1	0
30939098	22650419	1	0
30939098	23110886	1	0
30939098	23232990	1	0
30939098	23411553	1	0
30939098	24318576	1	1
30939098	24510166	1	0
30939098	25319412	1	0
30939098	26514343	1	0
30939098	26539964	1	0
30939098	26648451	1	0
30939098	27227650	1	0
30939098	27284001	1	0
30939098	27288539	1	1
30939098	27396831	1	1
30939098	27457275	1	1
30939098	28282922	1	0
30939098	28343355	1	0
30939098	28365328	1	0
30939098	28589109	1	0
30939098	28822481	1	1
30939098	28929990	1	0
30939098	29052763	1	0
30939098	29087419	1	0
30939098	29417029	1	0
30939098	29614780	1	0
30939098	29794418	1	0
30939098	29798603	1	0
30939098	29915196	1	0
30939098	30039406	1	0
30939098	9044226530	1	0
30939799	326756	1	0
30939799	20538298	1	0
30939799	24447605	1	0
30939799	26531638	1	0
30939799	26689930	1	0
30939799	27193569	1	0
30939799	27373764	1	0
30939799	30042047	1	0
30939972	5984244	1	1
30939972	15106397	1	0
30939972	21251825	1	0
30939972	24297335	1	1
30939972	24561069	1	0
30939972	25368646	1	0
30939972	25773203	1	0
30939972	25855941	1	1
30939972	26579738	1	0
30939972	27517325	1	0
30939972	28090678	1	0
30939972	28560026	1	1
30939972	28811673	1	0
30939972	28860210	1	0
30939972	29033071	1	0
30939972	23444459237	1	1
30940283	15899242	1	0
30940283	26469991	1	0
30940283	27266779	1	0
30940283	27982876	1	1
30940283	28030125	1	0
30940283	28362876	1	0
30940283	28670833	1	0
30940283	28899525	1	0
30940283	28929803	1	0
30940283	28972105	1	0
30940283	29610677	1	0
30940283	29932458	1	0
30940283	30001675	1	0
30940446	2302562	1	1
30940446	20475449	1	0
30940446	23100910	1	0
30940446	25371355	1	0
30940446	26510747	1	0
30940446	27275871	1	0
30940446	27431501	1	0
30940446	28293970	1	0
30940446	28325475	1	0
30940446	28807402	1	0
30940446	28841726	1	0
30940446	29021536	1	0
30940446	29045064	1	0
30940446	29047919	1	0
30940446	29162781	1	0
30940446	29896017	1	0
30940446	30589505	1	0
30940510	23269405	1	0
30940510	25614264	1	1
30940510	26662414	1	0
30940510	28214531	1	1
30940510	13344293679	1	0
30940829	24849184	1	0
30940829	28266432	1	0
30940829	28290704	1	0
30940829	29679627	1	0
30940829	29871341	1	0
30940829	29890589	1	0
30940829	30070749	1	0
30940829	30110771	1	0
30940829	15844415446	1	0
30940994	4989460	1	0
30940994	4991255	1	0
30940994	13658954	1	0
30940994	21331061	1	1
30940994	23035975	1	0
30940994	26042240	1	0
30940994	26710379	1	0
30940994	27992901	1	0
30940994	28125191	1	1
30940994	28358913	1	0
30940994	28393480	1	0
30940994	28834692	1	0
30940994	29086756	1	1
30940994	29095946	1	1
30940994	29828707	1	0
30940994	30022520	1	0
30940994	30122008	1	0
30940994	342321078	1	0
30940994	3142604119	1	0
30941458	25784539	1	0
30941458	26496885	1	0
30941458	26561121	1	0
30941458	26740449	1	0
30941458	26801062	1	0
30941458	27203921	1	0
30941458	27210981	1	0
30941458	27251720	1	0
30941458	27319521	1	0
30941458	27359827	1	0
30941458	27451668	1	0
30941458	27536952	1	0
30941458	27983669	1	0
30941458	28034199	1	0
30941458	28070989	1	0
30941458	28108985	1	0
30941458	28136594	1	0
30941458	28169994	1	0
30941458	28222124	1	0
30941458	28227260	1	0
30941458	28298872	1	0
30941458	28519273	1	0
30941458	28596185	1	0
30941458	28672616	1	0
30941458	28823020	1	0
30941458	28841560	1	0
30941458	28864667	1	0
30941458	28883179	1	0
30941458	28913739	1	0
30941458	28922929	1	0
30941458	28951801	1	0
30941458	28952841	1	0
30941458	28978183	1	0
30941458	28979005	1	0
30941458	28989236	1	0
30941458	29006469	1	0
30941458	29013273	1	0
30941458	29024691	1	0
30941458	29055808	1	0
30941458	29092356	1	0
30941458	29122607	1	0
30941458	29143395	1	0
30941458	29164446	1	0
30941458	29783722	1	0
30941458	29787301	1	0
30941458	29811984	1	0
30941458	29858143	1	0
30941458	29881977	1	0
30941458	29944241	1	0
30941458	29956081	1	0
30941458	29964158	1	0
30941458	29972806	1	0
30941458	30025773	1	0
30941458	30448650	1	0
30941458	30575937	1	0
30942265	336139	1	1
30942265	13886333	1	1
30942265	14893444	1	0
30942265	18744297	1	0
30942265	18972560	1	0
30942265	20075445	1	0
30942265	21130371	1	0
30942265	21330993	1	0
30942265	21930865	1	0
30942265	22394143	1	1
30942265	22545175	1	0
30942265	23818185	1	0
30942265	24215897	1	0
30942265	24319232	1	0
30942265	25215447	1	0
30942265	25228997	1	1
30942265	25742897	1	0
30942265	25991771	1	0
30942265	26017032	1	0
30942265	26067722	1	0
30942265	26329564	1	0
30942265	26439199	1	0
30942265	27404777	1	1
30942265	27534424	1	1
30942265	27954426	1	1
30942265	27996827	1	0
30942265	28937428	1	0
30942265	28988635	1	0
30942265	29072508	1	0
30942265	33845382806	1	1
30942417	24467745	1	0
30942417	25021373	1	0
30942417	25366751	1	1
30942417	25819698	1	1
30942417	26784785	1	0
30942417	27214314	1	0
30942417	28972037	1	1
30942417	29618806	1	1
30942417	8944250219	1	0
30944086	21035886	1	1
30944086	26494966	1	0
30944086	26496309	1	0
30944086	26519997	1	0
30944086	26662754	1	0
30944086	27325101	1	0
30944086	27411758	1	0
30944086	27946710	1	0
30944086	28282902	1	0
30944086	29090569	1	0
30944086	29092540	1	0
30944086	29584874	1	0
30944086	9044245703	1	1
30944086	9544250485	1	0
30944188	448164	1	0
30944188	1535446	1	0
30944188	3984765	1	0
30944188	8678962	1	1
30944188	14217887	1	0
30944188	20489848	1	0
30944188	21035886	1	1
30944188	21986655	1	0
30944188	22580795	1	0
30944188	23248694	1	0
30944188	23280215	1	0
30944188	23707296	1	1
30944188	23839168	1	0
30944188	24504359	1	0
30944188	25332089	1	1
30944188	25345601	1	1
30944188	25348259	1	1
30944188	25653186	1	0
30944188	25967752	1	1
30944188	25986898	1	1
30944188	26098973	1	1
30944188	27078541	1	0
30944188	27413058	1	0
30944188	27418515	1	1
30944188	27462920	1	0
30944188	27515341	1	1
30944188	28011099	1	0
30944188	28107813	1	1
30944188	28195072	1	0
30944188	28216430	1	0
30944188	28216433	1	0
30944188	28227144	1	0
30944188	28260331	1	0
30944188	28264426	1	1
30944188	28294639	1	0
30944188	28332038	1	0
30944188	28343155	1	0
30944188	28348216	1	1
30944188	28358035	1	0
30944188	28386397	1	0
30944188	28575723	1	0
30944188	28618391	1	0
30944188	28906384	1	1
30944188	28936221	1	1
30944188	29082566	1	0
30944188	29161628	1	0
30944188	29913882	1	0
30944188	42376778	1	0
30944188	345081964	1	0
30944188	1842274673	1	0
30944188	1842305412	1	0
30944188	1842345619	1	0
30944188	1842357428	1	0
30944188	16044361810	1	1
30944188	84920289285	1	0
30944188	84920302901	1	0
30944194	19842283	1	0
30944194	23796796	1	0
30944194	24345093	1	0
30944194	24990851	1	0
30944194	25214590	1	1
30944194	28693014	1	0
30944194	12644304599	1	0
30944709	18150629	1	0
30944709	19468319	1	0
30944709	19986548	1	0
30944709	23836104	1	0
30944709	24353079	1	0
30944709	25313253	1	0
30944709	25875022	1	0
30944709	25895393	1	0
30944709	25978235	1	0
30944709	26337115	1	0
30944709	26601932	1	0
30944709	26707402	1	0
30944709	27161216	1	0
30944709	27195977	1	0
30944709	27309318	1	0
30944709	27313558	1	0
30944709	27409793	1	0
30944709	27990803	1	0
30944709	28061167	1	0
30944709	28266819	1	0
30944709	28360840	1	0
30944709	28783962	1	0
30944709	28806468	1	0
30944709	28868821	1	0
30944709	28966091	1	0
30944709	28970060	1	0
30944709	29788704	1	0
30944709	30039962	1	0
30944969	6986048	1	0
30944969	19918051	1	0
30944969	23028511	1	0
30944969	27189955	1	0
30944969	27979333	1	0
30944969	29116425	1	0
30944969	29922910	1	0
30944969	50349104499	1	0
30945010	18973048	1	1
30945010	23711705	1	0
30945010	23713375	1	0
30945010	24418096	1	0
30945010	25246375	1	1
30945010	25260601	1	1
30945010	26514939	1	0
30945010	28840974	1	0
30945010	28950916	1	0
30945010	30018882	1	0
30945010	23444449333	1	1
30945467	1331114	1	0
30945467	20067009	1	0
30945467	22366849	1	0
30945467	23851366	1	0
30945467	24563850	1	0
30945467	25272735	1	0
30945467	26717429	1	0
30945467	27179407	1	0
30945467	27401463	1	0
30945467	27957155	1	0
30945467	28031665	1	0
30945467	28109932	1	0
30945467	28321656	1	0
30945467	29087422	1	0
30945677	1533163	1	1
30945677	3919736	1	0
30945677	25123333	1	0
30945677	25325983	1	0
30945677	25352392	1	1
30945677	26319199	1	0
30945677	26598960	1	0
30945677	27177102	1	0
30945677	27228495	1	0
30945677	27768856	1	0
30945677	28916599	1	0
30945677	29949518	1	0
30946161	383435	1	0
30946161	520727	1	0
30946161	1426187	1	0
30946161	1613208	1	0
30946161	2466558	1	0
30946161	5489101	1	1
30946161	19143803	1	0
30946161	19729856	1	0
30946161	20686503	1	1
30946161	21636525	1	0
30946161	21836202	1	0
30946161	22189610	1	0
30946161	22640843	1	0
30946161	23269443	1	0
30946161	23794099	1	0
30946161	23890722	1	0
30946161	24555514	1	0
30946161	24724256	1	0
30946161	25453037	1	0
30946161	25733855	1	0
30946161	25820259	1	0
30946161	26000892	1	0
30946161	26607155	1	0
30946161	26683871	1	0
30946161	26697915	1	0
30946161	26701482	1	0
30946161	26948591	1	1
30946161	27225525	1	0
30946161	27441954	1	0
30946161	27482806	1	0
30946161	27513170	1	0
30946161	27514226	1	0
30946161	27521002	1	1
30946161	27953227	1	0
30946161	28004011	1	0
30946161	28236020	1	0
30946161	28348216	1	1
30946161	28903315	1	0
30946161	28906889	1	0
30946161	28944489	1	0
30946161	28987125	1	0
30946161	29161628	1	0
30946161	29950889	1	1
30946161	29985565	1	0
30946161	343743081	1	0
30946394	19469990	1	0
30946394	19973539	1	0
30946394	19981132	1	0
30946394	21854861	1	0
30946394	22224423	1	0
30946394	22309824	1	0
30946394	23195028	1	0
30946394	23203454	1	0
30946394	23226275	1	0
30946394	23762901	1	0
30946394	24461699	1	0
30946394	24501372	1	0
30946394	24592069	1	0
30946394	24812084	1	0
30946394	24953940	1	0
30946394	25220972	1	0
30946394	25228997	1	1
30946394	25233461	1	0
30946394	25819202	1	0
30946394	25931944	1	0
30946394	26029532	1	0
30946394	26053945	1	0
30946394	26083019	1	0
30946394	26322151	1	0
30946394	26327489	1	0
30946394	26329564	1	0
30946394	26471283	1	0
30946394	26477293	1	0
30946394	26541824	1	0
30946394	26558372	1	0
30946394	26648439	1	0
30946394	26734842	1	0
30946394	27056895	1	0
30946394	27173732	1	0
30946394	27225925	1	0
30946394	27275047	1	0
30946394	27305799	1	0
30946394	27457370	1	0
30946394	27478361	1	0
30946394	28006138	1	0
30946394	28070152	1	0
30946394	28123338	1	0
30946394	28236062	1	0
30946394	28316911	1	0
30946394	28343870	1	0
30946394	28363221	1	0
30946394	28716439	1	0
30946394	28816546	1	1
30946394	28820386	1	1
30946394	28829736	1	0
30946394	28978650	1	1
30946394	28987382	1	0
30946394	29003999	1	1
30946394	29069546	1	0
30946394	29087498	1	0
30946394	29902054	1	0
30946394	29935374	1	0
30946394	29986054	1	0
30946394	13344261952	1	1
30946394	84920293198	1	0
30947027	4085198	1	0
30947027	26429550	1	0
30947027	27159872	1	0
30947027	27729939	1	0
30947027	28273062	1	0
30947027	28604458	1	0
30947095	2647611	1	1
30947095	9530192	1	0
30947095	15383455	1	0
30947095	22497852	1	0
30947095	23236055	1	0
30947095	23786047	1	0
30947095	24677597	1	0
30947095	25719085	1	0
30947095	26504147	1	0
30947095	26689930	1	0
30947095	27050145	1	0
30947095	27319521	1	0
30947095	27525104	1	0
30947095	28238769	1	0
30947095	28268215	1	0
30947095	28288277	1	0
30947095	29944142	1	0
30947095	30584079	1	0
30947095	30892234	1	0
30947095	5244224827	1	0
30947344	3515251	1	0
30947344	14211361	1	0
30947344	25183708	1	0
30947344	31022113	1	0
30947344	10244239321	1	0
30947611	844590	1	0
30947611	23503073	1	0
30947611	24427624	1	1
30947611	25021291	1	0
30947611	25320534	1	0
30947611	25766133	1	0
30947611	25890101	1	1
30947611	27048743	1	1
30947611	27333549	1	0
30947611	27452843	1	0
30947611	27512830	1	1
30947611	27940491	1	0
30947611	28023305	1	0
30947611	28211518	1	0
30947611	28215558	1	0
30947611	28227874	1	0
30947611	28234261	1	0
30947611	28270076	1	0
30947611	29027351	1	0
30947611	29045255	1	0
30947611	29900295	1	0
30947611	29945316	1	0
30947611	9044251601	1	0
30947611	13344283418	1	0
30947943	1002614	1	0
30947943	1385492	1	0
30947943	2302562	1	1
30947943	18632834	1	0
30947943	19554835	1	0
30947943	20791670	1	0
30947943	20983750	1	0
30947943	21927482	1	0
30947943	21995091	1	0
30947943	22350183	1	0
30947943	22952377	1	0
30947943	23888240	1	0
30947943	24031405	1	0
30947943	24274138	1	0
30947943	24289816	1	0
30947943	24366051	1	0
30947943	25796743	1	0
30947943	27399434	1	0
30947943	27405946	1	0
30947943	28935169	1	0
30947943	28936801	1	0
30947943	29656158	1	0
30947943	29792629	1	0
30947943	29802811	1	0
30947943	29813137	1	0
30947943	30024773	1	0
30949124	441994	1	0
30949124	7544439	1	0
30949124	15514472	1	0
30949124	18632835	1	0
30949124	21749841	1	0
30949124	22551377	1	0
30949124	23239664	1	0
30949124	23449563	1	0
30949124	23788823	1	0
30949124	24315423	1	0
30949124	24448087	1	0
30949124	24547523	1	0
30949124	25118707	1	0
30949124	25602953	1	0
30949124	25695634	1	1
30949124	26511732	1	0
30949124	26512314	1	0
30949124	26531638	1	0
30949124	26545612	1	0
30949124	26979979	1	0
30949124	27193569	1	0
30949124	27275642	1	1
30949124	27414646	1	0
30949124	27443234	1	0
30949124	27468760	1	0
30949124	27892019	1	0
30949124	27970448	1	0
30949124	27978352	1	0
30949124	27997787	1	0
30949124	27999481	1	0
30949124	28000605	1	0
30949124	28009878	1	0
30949124	28068273	1	0
30949124	28131711	1	0
30949124	28151351	1	0
30949124	28209329	1	0
30949124	28285191	1	0
30949124	28784298	1	0
30949124	28809826	1	0
30949124	28810337	1	0
30949124	28812541	1	0
30949124	28837910	1	0
30949124	28885614	1	0
30949124	28921025	1	0
30949124	28935780	1	0
30949124	28947029	1	0
30949124	28955507	1	0
30949124	28981284	1	0
30949124	29058009	1	0
30949124	29062772	1	0
30949124	29075372	1	0
30949124	29130692	1	0
30949124	29147426	1	0
30949124	29670289	1	0
30949124	29819793	1	0
30949124	29839393	1	0
30949124	29879919	1	0
30949124	29894832	1	0
30949124	29899011	1	0
30949124	29912981	1	0
30949124	29943503	1	0
30949124	29945751	1	0
30949124	29987340	1	0
30949124	29994378	1	0
30949124	30222108	1	0
30949124	30222116	1	0
30949124	15844431258	1	0
30949555	15900874	1	0
30949555	22453855	1	0
30949555	22615927	1	0
30949555	23161452	1	0
30949555	23761867	1	1
30949555	23934039	1	0
30949555	24371673	1	0
30949555	25086509	1	0
30949555	25310787	1	0
30949555	25902285	1	0
30949555	26094299	1	1
30949555	26568919	1	0
30949555	26629870	1	0
30949555	27177864	1	0
30949555	27275945	1	0
30949555	27281563	1	0
30949555	27377112	1	0
30949555	27461784	1	1
30949555	27476846	1	0
30949555	27972541	1	0
30949555	28085152	1	0
30949555	28267677	1	0
30949555	28305255	1	0
30949555	28324816	1	0
30949555	28452851	1	0
30949555	28466130	1	0
30949555	28927653	1	0
30949555	29007485	1	0
30949555	29099391	1	0
30949555	29163387	1	0
30949555	29873751	1	0
30949555	29961635	1	0
30949555	30023568	1	1
30949555	30036342	1	0
30949834	324490	1	0
30949834	18796232	1	0
30949834	25127909	1	0
30949834	27305687	1	0
30949834	27339327	1	0
30949834	27432388	1	0
30949834	27451924	1	0
30949834	27714991	1	0
30949834	28938658	1	0
30949834	29030775	1	0
30949834	29053852	1	0
30949834	29882657	1	0
30949834	30002617	1	0
30949834	30012566	1	0
30949834	15844416253	1	0
30950625	24320881	1	0
30950625	26594210	1	0
30950625	27948513	1	0
30950717	7988060	1	0
30950717	19787678	1	0
30950717	20686503	1	1
30950717	23127144	1	0
30950717	23751637	1	0
30950717	26526861	1	0
30950717	27420450	1	0
30950717	27503708	1	1
30950717	27533084	1	0
30950717	27968745	1	0
30950717	28265609	1	0
30950717	28359213	1	0
30950717	28359315	1	0
30950717	28373166	1	0
30950717	28832694	1	0
30950717	28859765	1	0
30950735	23988195	1	0
30950735	25283215	1	0
30950735	25879424	1	0
30950735	27365391	1	0
30950735	28829125	1	0
30950735	28920059	1	0
30950735	29416826	1	0
30950735	29653518	1	0
30950735	29653613	1	0
30950735	29929955	1	0
30950735	29955205	1	0
30950735	16044367245	1	0
30950735	16144364414	1	0
30950930	3063195	1	0
30950930	3393667	1	0
30950930	20567443	1	0
30950930	20597035	1	0
30950930	21836826	1	0
30950930	21907538	1	0
30950930	22553615	1	0
30950930	24355122	1	0
30950930	24363196	1	0
30950930	25787089	1	1
30950930	25787276	1	0
30950930	26453472	1	0
30950930	26701793	1	0
30950930	27173215	1	0
30950930	27235989	1	0
30950930	27299754	1	0
30950930	27418515	1	1
30950930	27419779	1	0
30950930	27467212	1	0
30950930	27511775	1	0
30950930	28024182	1	1
30950930	28104238	1	0
30950930	28212484	1	0
30950930	28221166	1	0
30950930	28271154	1	0
30950930	28280845	1	1
30950930	28874612	1	0
30950930	28923468	1	0
30950930	29588518	1	0
30950930	37760488	1	0
30950930	343734736	1	0
30950930	84889506221	1	0
30950930	84889510337	1	0
30951437	124617	1	0
30951437	196247	1	0
30951437	2053049	1	0
30951437	2231368	1	0
30951437	2430816	1	0
30951437	2750440	1	0
30951437	5144006	1	0
30951437	6368420	1	0
30951437	7708722	1	0
30951437	7974522	1	0
30951437	8957762	1	0
30951437	11991285	1	0
30951437	12798427	1	0
30951437	13512570	1	0
30951437	13521737	1	0
30951437	15235807	1	0
30951437	15524459	1	0
30951437	16148423	1	0
30951437	16842115	1	0
30951437	17165031	1	0
30951437	17226283	1	0
30951437	17264427	1	0
30951437	17413597	1	0
30951437	17665738	1	0
30951437	17696896	1	0
30951437	18088241	1	0
30951437	18096492	1	0
30951437	18132158	1	0
30951437	18165652	1	0
30951437	18167510	1	0
30951437	18758675	1	0
30951437	18770757	1	0
30951437	18863702	1	0
30951437	18899357	1	0
30951437	19119665	1	0
30951437	19144632	1	0
30951437	19482244	1	0
30951437	19511519	1	0
30951437	20071770	1	0
30951437	20546627	1	0
30951437	20581621	1	0
30951437	21013181	1	0
30951437	21145267	1	0
30951437	21266150	1	0
30951437	21288142	1	0
30951437	22349573	1	0
30951437	22487148	1	0
30951437	22551636	1	0
30951437	22586428	1	0
30951437	23106523	1	0
30951437	23157054	1	0
30951437	23180454	1	0
30951437	23222563	1	0
30951437	23238636	1	0
30951437	23356994	1	0
30951437	23423492	1	0
30951437	23552606	1	0
30951437	23576813	1	0
30951437	23866866	1	0
30951437	23900029	1	0
30951437	23905129	1	0
30951437	24271198	1	0
30951437	24309339	1	0
30951437	24434688	1	0
30951437	24434868	1	0
30951437	24439774	1	0
30951437	24551094	1	0
30951437	24595891	1	0
30951437	24602797	1	0
30951437	24835023	1	1
30951437	25030585	1	0
30951437	25050389	1	0
30951437	25108199	1	0
30951437	25126768	1	0
30951437	25134205	1	0
30951437	25135098	1	0
30951437	25135233	1	0
30951437	25157184	1	0
30951437	25163797	1	0
30951437	25201341	1	0
30951437	25219465	1	0
30951437	25258439	1	0
30951437	25276691	1	0
30951437	25315486	1	0
30951437	25358537	1	0
30951437	25732159	1	0
30951437	25752491	1	0
30951437	25851410	1	0
30951437	25870705	1	0
30951437	25872886	1	0
30951437	25936116	1	0
30951437	25969801	1	0
30951437	25980856	1	0
30951437	26019789	1	0
30951437	26053037	1	0
30951437	26068267	1	0
30951437	26439358	1	0
30951437	26452859	1	0
30951437	26457925	1	0
30951437	26466863	1	0
30951437	26504705	1	1
30951437	26515551	1	0
30951437	26518567	1	0
30951437	26527848	1	0
30951437	26533796	1	0
30951437	26562019	1	0
30951437	26562597	1	0
30951437	26565783	1	0
30951437	26575393	1	0
30951437	26585558	1	1
30951437	26591775	1	0
30951437	26592510	1	0
30951437	26599096	1	0
30951437	26623323	1	0
30951437	26654812	1	0
30951437	26656217	1	0
30951437	26688732	1	0
30951437	26688896	1	0
30951437	26699602	1	0
30951437	26725310	1	0
30951437	26733455	1	0
30951437	26779726	1	0
30951437	26781485	1	0
30951437	26783575	1	0
30951437	26801075	1	0
30951437	26884075	1	0
30951437	27019408	1	0
30951437	27025074	1	0
30951437	27056453	1	0
30951437	27142021	1	0
30951437	27171823	1	0
30951437	27171934	1	0
30951437	27179273	1	0
30951437	27191820	1	0
30951437	27225427	1	0
30951437	27364345	1	1
30951437	27374446	1	0
30951437	27405268	1	0
30951437	27406463	1	0
30951437	27413697	1	0
30951437	27452597	1	0
30951437	27460675	1	0
30951437	27462007	1	0
30951437	27471156	1	1
30951437	27484275	1	0
30951437	27508835	1	0
30951437	27514616	1	0
30951437	27516542	1	0
