"","source","stype","target","ttype"
"608","alemtuzumab","root","9048207","pmid1"
"609","alemtuzumab","root","9020367","pmid1"
"610","alemtuzumab","root","9054672","pmid1"
"611","alemtuzumab","root","9053466","pmid1"
"612","alemtuzumab","root","9471060","pmid1"
"613","alemtuzumab","root","9402750","pmid1"
"614","alemtuzumab","root","9760161","pmid1"
"615","alemtuzumab","root","9779699","pmid1"
"616","alemtuzumab","root","9779698","pmid1"
"617","alemtuzumab","root","9779701","pmid1"
"618","alemtuzumab","root","9824507","pmid1"
"619","alemtuzumab","root","9708202","pmid1"
"620","alemtuzumab","root","9685176","pmid1"
"621","alemtuzumab","root","9685175","pmid1"
"622","alemtuzumab","root","9704734","pmid1"
"623","alemtuzumab","root","9578307","pmid1"
"624","alemtuzumab","root","9482530","pmid1"
"625","alemtuzumab","root","9482531","pmid1"
"626","alemtuzumab","root","9593475","pmid1"
"627","alemtuzumab","root","9446633","pmid1"
"628","alemtuzumab","root","9516160","pmid1"
"629","alemtuzumab","root","9721431","pmid1"
"630","alemtuzumab","root","9691083","pmid1"
"631","alemtuzumab","root","9746768","pmid1"
"632","alemtuzumab","root","9758577","pmid1"
"633","alemtuzumab","root","9694951","pmid1"
"634","alemtuzumab","root","9834254","pmid1"
"635","alemtuzumab","root","10235069","pmid1"
"636","alemtuzumab","root","9734890","pmid1"
"637","alemtuzumab","root","9531622","pmid1"
"638","alemtuzumab","root","9573030","pmid1"
"639","alemtuzumab","root","9603161","pmid1"
"640","alemtuzumab","root","9694704","pmid1"
"641","alemtuzumab","root","9694706","pmid1"
"642","alemtuzumab","root","9845514","pmid1"
"643","alemtuzumab","root","9845524","pmid1"
"644","alemtuzumab","root","9808489","pmid1"
"645","alemtuzumab","root","10561018","pmid1"
"646","alemtuzumab","root","10561025","pmid1"
"647","alemtuzumab","root","10541378","pmid1"
"648","alemtuzumab","root","10551552","pmid1"
"649","alemtuzumab","root","10556958","pmid1"
"650","alemtuzumab","root","10561021","pmid1"
"651","alemtuzumab","root","10589082","pmid1"
"652","alemtuzumab","root","10561026","pmid1"
"653","alemtuzumab","root","10577851","pmid1"
"654","alemtuzumab","root","10430977","pmid1"
"655","alemtuzumab","root","10442187","pmid1"
"656","alemtuzumab","root","10515887","pmid1"
"657","alemtuzumab","root","10482936","pmid1"
"658","alemtuzumab","root","10439375","pmid1"
"659","alemtuzumab","root","10512062","pmid1"
"660","alemtuzumab","root","10190945","pmid1"
"661","alemtuzumab","root","10482259","pmid1"
"662","alemtuzumab","root","10516680","pmid1"
"663","alemtuzumab","root","10543369","pmid1"
"664","alemtuzumab","root","10458259","pmid1"
"665","alemtuzumab","root","10408631","pmid1"
"666","alemtuzumab","root","10371508","pmid1"
"667","alemtuzumab","root","10371494","pmid1"
"668","alemtuzumab","root","10354146","pmid1"
"669","alemtuzumab","root","10188761","pmid1"
"670","alemtuzumab","root","10561225","pmid1"
"671","alemtuzumab","root","9973447","pmid1"
"672","alemtuzumab","root","10528911","pmid1"
"673","alemtuzumab","root","10498591","pmid1"
"674","alemtuzumab","root","10498594","pmid1"
"675","alemtuzumab","root","10498590","pmid1"
"676","alemtuzumab","root","10613450","pmid1"
"677","alemtuzumab","root","10855789","pmid1"
"678","alemtuzumab","root","10352162","pmid1"
"679","alemtuzumab","root","10352169","pmid1"
"680","alemtuzumab","root","10366506","pmid1"
"681","alemtuzumab","root","10489036","pmid1"
"682","alemtuzumab","root","10568572","pmid1"
"683","alemtuzumab","root","10221486","pmid1"
"684","alemtuzumab","root","10573065","pmid1"
"685","alemtuzumab","root","10411505","pmid1"
"686","alemtuzumab","root","10438301","pmid1"
"687","alemtuzumab","root","10071037","pmid1"
"688","alemtuzumab","root","10199733","pmid1"
"689","alemtuzumab","root","10589966","pmid1"
"690","alemtuzumab","root","10905770","pmid1"
"691","alemtuzumab","root","11040273","pmid1"
"692","alemtuzumab","root","11147485","pmid1"
"693","alemtuzumab","root","11049025","pmid1"
"694","alemtuzumab","root","10963642","pmid1"
"695","alemtuzumab","root","10877057","pmid1"
"696","alemtuzumab","root","10894358","pmid1"
"697","alemtuzumab","root","10918407","pmid1"
"698","alemtuzumab","root","10735013","pmid1"
"699","alemtuzumab","root","10607689","pmid1"
"700","alemtuzumab","root","10792280","pmid1"
"701","alemtuzumab","root","10844529","pmid1"
"702","alemtuzumab","root","10878285","pmid1"
"703","alemtuzumab","root","10721782","pmid1"
"704","alemtuzumab","root","10713664","pmid1"
"705","alemtuzumab","root","10691866","pmid1"
"706","alemtuzumab","root","10792269","pmid1"
"707","alemtuzumab","root","12042050","pmid1"
"708","alemtuzumab","root","10828867","pmid1"
"709","alemtuzumab","root","11486330","pmid1"
"710","alemtuzumab","root","10779422","pmid1"
"711","alemtuzumab","root","10891432","pmid1"
"712","alemtuzumab","root","10891435","pmid1"
"713","alemtuzumab","root","11200902","pmid1"
"714","alemtuzumab","root","11001893","pmid1"
"715","alemtuzumab","root","11049967","pmid1"
"716","alemtuzumab","root","11258483","pmid1"
"717","alemtuzumab","root","11085457","pmid1"
"718","alemtuzumab","root","11114133","pmid1"
"719","alemtuzumab","root","11071258","pmid1"
"720","alemtuzumab","root","11707828","pmid1"
"721","alemtuzumab","root","10805828","pmid1"
"722","alemtuzumab","root","11114313","pmid1"
"723","alemtuzumab","root","11114321","pmid1"
"724","alemtuzumab","root","10798754","pmid1"
"725","alemtuzumab","root","10798751","pmid1"
"726","alemtuzumab","root","10820364","pmid1"
"727","alemtuzumab","root","10942366","pmid1"
"728","alemtuzumab","root","11023504","pmid1"
"729","alemtuzumab","root","10665560","pmid1"
"730","alemtuzumab","root","12171724","pmid1"
"731","alemtuzumab","root","12171728","pmid1"
"732","alemtuzumab","root","12171721","pmid1"
"733","alemtuzumab","root","12171722","pmid1"
"734","alemtuzumab","root","11920265","pmid1"
"735","alemtuzumab","root","11553001","pmid1"
"736","alemtuzumab","root","11516091","pmid1"
"737","alemtuzumab","root","11583062","pmid1"
"738","alemtuzumab","root","11566020","pmid1"
"739","alemtuzumab","root","11342359","pmid1"
"740","alemtuzumab","root","11160771","pmid1"
"741","alemtuzumab","root","11167809","pmid1"
"742","alemtuzumab","root","11527007","pmid1"
"743","alemtuzumab","root","11230486","pmid1"
"744","alemtuzumab","root","11296131","pmid1"
"745","alemtuzumab","root","11418459","pmid1"
"746","alemtuzumab","root","11520778","pmid1"
"747","alemtuzumab","root","12171714","pmid1"
"748","alemtuzumab","root","11769960","pmid1"
"749","alemtuzumab","root","11158184","pmid1"
"750","alemtuzumab","root","11304768","pmid1"
"751","alemtuzumab","root","11304767","pmid1"
"752","alemtuzumab","root","11435295","pmid1"
"753","alemtuzumab","root","11535503","pmid1"
"754","alemtuzumab","root","11588025","pmid1"
"755","alemtuzumab","root","11685123","pmid1"
"756","alemtuzumab","root","11773171","pmid1"
"757","alemtuzumab","root","12685828","pmid1"
"758","alemtuzumab","root","11807015","pmid1"
"759","alemtuzumab","root","11792397","pmid1"
"760","alemtuzumab","root","11895797","pmid1"
"761","alemtuzumab","root","11807632","pmid1"
"762","alemtuzumab","root","11986207","pmid1"
"763","alemtuzumab","root","10071016","pmid1"
"764","alemtuzumab","root","10545997","pmid1"
"765","alemtuzumab","root","9593789","pmid1"
"766","alemtuzumab","root","10458242","pmid1"
"767","alemtuzumab","root","10214856","pmid1"
"768","alemtuzumab","root","10221490","pmid1"
"769","alemtuzumab","root","9704735","pmid1"
"770","alemtuzumab","root","10093687","pmid1"
"771","alemtuzumab","root","10350343","pmid1"
"772","alemtuzumab","root","13875840","pmid1"
"773","alemtuzumab","root","9310469","pmid1"
"774","alemtuzumab","root","9488043","pmid1"
"775","alemtuzumab","root","9827924","pmid1"
"776","alemtuzumab","root","8683227","pmid1"
"777","alemtuzumab","root","8616860","pmid1"
"778","alemtuzumab","root","8864449","pmid1"
"779","alemtuzumab","root","8790160","pmid1"
"780","alemtuzumab","root","8896434","pmid1"
"781","alemtuzumab","root","8943876","pmid1"
"782","alemtuzumab","root","8932845","pmid1"
"783","alemtuzumab","root","9238056","pmid1"
"784","alemtuzumab","root","8676625","pmid1"
"785","alemtuzumab","root","8605372","pmid1"
"786","alemtuzumab","root","9000652","pmid1"
"787","alemtuzumab","root","9336364","pmid1"
"788","alemtuzumab","root","9707017","pmid1"
"789","alemtuzumab","root","12171727","pmid1"
"790","alemtuzumab","root","10845940","pmid1"
"791","alemtuzumab","root","7907762","pmid1"
"792","alemtuzumab","root","13936775","pmid1"
"793","alemtuzumab","root","13391513","pmid1"
